GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
secG	Rv1440	protein-export membrane protein SecG	ctl_exponential:13%	-0.1281	0.984814569496351	923.53	914	882	972	991	862	212.8	234.3
Rv1431	Rv1431	hypothetical protein	hypoxia_late:16%	-0.0934	0.942520180123475	874.7	779	1001	784	887	933	47.52	51.05
Rv2308	Rv2308	hypothetical protein	hypoxia_late:22%; ctl_stationary:11%	-0.1245	0.988995503606989	889.24	853	833	769	973	1031	26.02	28.47
vapB2	Rv0300	antitoxin VapB2	INDIGO_exponential:10%	-0.1047	0.963124105743083	887.6	793	864	885	957	944	394.51	428.1
Rv1106c	Rv1106c	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase	hypoxia_rar:8%	-0.0957	0.950071066083264	865.68	907	1028	1004	686	732	118.07	126.43
pepE	Rv2089c	dipeptidase PepE	hypoxia_late:31%; ctl_stationary:11%	-0.1294	0.983016026015831	935.53	791	935	1026	932	1003	16.48	18.13
Rv3238c	Rv3238c	integral membrane protein	cholesterol:12%	-0.1	0.956564249986496	875.19	796	933	862	891	897	105.57	113.84
Rv0565c	Rv0565c	monooxygenase	ctl_stationary:13%; hypoxia_late:13%; PBS_RIF_DDmtb:11%	-0.122	0.98298334115469	901.13	987	963	1173	737	689	35.98	39.22
PPE16	Rv1135c	PPE family protein PPE16	hypoxia_late:30%; PBS_RIF_DDmtb:14%; microaerophilic:12%	-0.1601	0.992720291497916	963.67	1001	786	1254	736	1089	19.94	22.42
Rv0523c	Rv0523c	hypothetical protein	hypoxia_late:13%	-0.113	0.975816378823286	878.95	760	797	766	1062	1035	84.41	91.96
Rv3760	Rv3760	membrane protein	cholesterol:12%; hypoxia_late:11%	-0.1748	0.997278470527676	942.01	1058	895	975	985	807	48.04	54.5
Rv2312	Rv2312	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	-0.1645	0.995844629859783	946.59	974	921	930	987	922	44.54	50.09
pfkB	Rv2029c	6-phosphofructokinase PfkB	cholesterol:21%; hypoxia_hypoxic:21%	-0.1867	0.99737877471633	963.39	1020	704	1136	842	1156	55.43	63.41
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	-0.0908	0.927576509321795	852.12	794	957	821	848	845	129.84	139.17
rpmI	Rv1642	50S ribosomal protein L35	hypoxia_hypoxic:13%; human_sputum:10%	-0.1042	0.962475661556747	867.25	995	993	949	768	659	1436.91	1553.56
Rv1761c	Rv1761c	hypothetical protein	hypoxia_late:17%; acidic_tyloxopol:12%	-0.111	0.9777627511708	863.09	728	762	562	1185	1168	54.45	59.17
mazF3	Rv1102c	mRNA interferase MazF3	tyloxopol:11%	-0.1011	0.958459544463501	862.01	755	879	696	1004	999	153.11	164.96
Rv2708c	Rv2708c	hypothetical protein	cholesterol:11%	-0.1211	0.982088268349201	891.55	943	939	1007	810	770	211.84	230.91
Rv2054	Rv2054	hypothetical protein	human_sputum:10%	-0.0909	0.924294466805892	847.88	888	1068	955	721	643	320.81	342.87
vapB3	Rv0550c	antitoxin VapB3	ctl_stationary:25%; hypoxia_late:12%	-0.1741	0.995633535161681	958.92	1047	799	1088	1035	844	66.81	75.78
MT0325	MT0325	hypothetical protein	tyloxopol:14%; hypoxia_late:12%	-0.2257	0.9997454683887	895.11	1133	429	549	1310	1267	14.65	17.69
hsaC	Rv3568c	extradiol dioxygenase	hypoxia_fatty_acids:19%	-0.1052	0.953916097397038	881.85	815	956	923	877	842	120.14	130.29
Rv2118c	Rv2118c	tRNA (adenine(58)-N(1))-methyltransferase	hypoxia_late:12%	-0.1195	0.98008580039007	883.68	906	912	946	855	803	74.25	81.3
Rv0561c	Rv0561c	oxidoreductase	hypoxia_late:24%; ctl_stationary:11%	-0.098	0.944378342073026	855.65	756	950	790	890	900	55.96	60.22
Rv0492A	Rv0492A	hypothetical protein	hypoxia_late:18%	-0.1376	0.990440389936377	896.3	875	812	964	879	956	53.6	58.97
Rv3163c	Rv3163c	hypothetical protein	hypoxia_late:15%	-0.1206	0.982191263131039	878.24	916	932	953	819	778	37.69	41.24
pks17	Rv1663	polyketide synthase	hypoxia_late:24%; human_sputum:12%	-0.115	0.975653348983928	869.15	908	953	988	770	741	37.44	40.68
MT2092	MT2092	hypothetical protein	cholesterol:26%; hypoxia_fatty_acids:12%; ctl_stationary:10%	-0.1832	0.998534834674315	904.93	1048	751	798	960	986	72.87	83.26
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	-0.1773	0.998549771418853	896.77	918	540	669	1285	1189	42.84	49.28
fadD1	Rv1750c	fatty-acid--CoA ligase FadD1	hypoxia_late:13%	-0.1203	0.977056991093716	886.64	924	987	1045	781	718	34.49	37.64
crcB	Rv3069	fluoride ion transporter CrcB	ctl_stationary:10%	-0.1083	0.970565691785817	847.82	717	785	565	1127	1119	69.18	75
recB	Rv0630c	exonuclease V subunit beta RecB	hypoxia_late:43%	-0.0915	0.915097574295645	842.86	812	1065	868	729	760	38.65	41.37
MT2637.1	MT2637.1	hypothetical protein	hypoxia_late:24%; tyloxopol:18%	-0.125	0.985184618092439	878.05	742	699	722	1172	1114	64.29	70.9
Rv2278	Rv2278	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.1468	0.993205719947918	896.45	863	769	917	940	1002	39.74	44
Rv3066	Rv3066	DeoR family transcriptional regulator	hypoxia_late:16%; PBS_RIF_DDmtb:11%	-0.1226	0.976825634670503	891.07	759	850	914	995	947	48.82	53.48
Rv1393c	Rv1393c	monoxygenase	PBS_RIF_DDmtb:15%	-0.0975	0.935931467978478	845.7	778	986	820	805	847	50.28	54.01
Rv1417	Rv1417	membrane protein	acidic:10%	-0.1049	0.951738149305359	858.41	704	836	789	1009	973	114.05	123.6
sigJ	Rv3328c	ECF RNA polymerase sigma factor SigJ	hypoxia_late:15%	-0.1062	0.955281748802496	855.34	834	951	951	788	762	117.01	126.74
Rv2700	Rv2700	hypothetical protein	tyloxopol:10%	-0.0986	0.938179631899031	842.55	814	1014	860	740	797	139.01	149.2
Rv3691	Rv3691	hypothetical protein	hypoxia_late:13%	-0.1004	0.928980279587965	860.09	764	1012	932	791	814	88.17	94.87
Rv0743c	Rv0743c	hypothetical protein	hypoxia_late:12%	-0.145	0.988919919022215	902.38	849	768	1042	958	907	32.49	36.04
Rv1231c	Rv1231c	membrane protein	hypoxia_late:10%	-0.0999	0.939511823843307	837.93	785	909	826	835	837	172.03	185.33
Rv2000	Rv2000	hypothetical protein	hypoxia_late:21%; ctl_stationary:11%	-0.142	0.993561444349765	858.92	1069	920	913	746	675	17.7	19.65
mce1D	Rv0172	Mce family protein Mce1D	butyrate_plus_glucose:15%; acidic_tyloxopol:10%	-0.0822	0.847732050701055	809.03	890	1132	823	683	572	464.41	493.84
caeA	Rv2224c	carboxylesterase A	zinc_limitation:10%	-0.0865	0.878525539202003	809.4	843	1051	827	714	641	195.42	208.47
PE17	Rv1646	PE family protein PE17	PBS_RIF_DDmtb:11%; butyrate:11%	-0.0905	0.891107080978231	829.43	822	1100	903	719	640	264.18	282.38
Rv1974	Rv1974	membrane protein	ctl_stationary:17%; hypoxia_late:13%	-0.1732	0.997687044418164	884.55	886	677	700	1053	1157	14.32	16.35
mmpS1	Rv0403c	membrane protein MmpS1	hypoxia_late:14%; ctl_stationary:10%	-0.1458	0.991401471063664	882.33	880	898	838	930	867	43.69	48.55
Rv2113	Rv2113	integral membrane protein	PBS_RIF_DDmtb:20%; hypoxia_late:12%	-0.1105	0.967449671837446	834.77	935	983	897	720	663	76.05	82.45
Rv0207c	Rv0207c	hypothetical protein	INDIGO_exponential:8%	-0.089	0.883681332531757	815.32	830	1060	874	716	629	382.05	408.01
recO	Rv2362c	DNA repair protein RecO	zinc_limitation:11%	-0.1006	0.941404165595822	829.23	805	928	819	777	821	106.42	114.54
Rv3427c	Rv3427c	transposase	human_sputum:13%; hypoxia_late:12%	-0.1244	0.976236287719217	868.98	711	794	793	1039	1034	27.43	30.11
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	-0.0835	0.864557519218102	791.53	866	1079	689	704	656	375.85	399.97
Rv0695	Rv0695	mycofactocin system creatinine amidohydrolase family protein MftE	acidic:16%; nutrient_limitation:12%; acidic_tyloxopol:10%	-0.0903	0.885256326677692	819.28	807	1039	909	723	647	355.43	380.24
Rv0487	Rv0487	hypothetical protein	hypoxia_late:10%	-0.0982	0.921767313095434	828.98	768	998	786	792	811	169.86	182.47
Rv2016	Rv2016	hypothetical protein	zinc_limitation:19%; hypoxia_fatty_acids:19%	-0.1173	0.970095810633008	845.99	654	729	635	1169	1120	39.2	42.99
mbtJ	Rv2385	acetyl hydrolase	low_iron:29%; human_sputum:14%; hypoxia_late:13%	-0.1703	0.995205917069812	896.96	1026	903	995	831	745	15.42	17.46
MT2330.1	MT2330.1	hypothetical protein	hypoxia_late:16%; hypoxia_hypoxic:10%; ctl_stationary:10%	-0.1966	0.99871442929568	887.92	944	645	762	983	1150	23.11	26.68
Rv1674c	Rv1674c	transcriptional regulator	hypoxia_late:29%; ctl_stationary:16%	-0.1918	0.99676647815249	907.26	1008	767	1064	828	886	11.96	13.77
narU	Rv0267	nitrite extrusion protein NarU	PBS_RIF_DDmtb:11%	-0.0933	0.900553251697959	811.16	761	975	724	780	827	99.85	107.27
cysG	Rv2847c	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	hypoxia_late:10%	-0.0921	0.907400648771404	795.98	775	954	601	821	851	92.39	99.08
celA2a	Rv1089A	cellulase celA2a	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_hypoxic:10%	-0.402	0.999836984509361	905.81	1281	327	701	1073	1397	4.06	6
lprP	Rv0962c	lipoprotein LprP	hypoxia_late:12%; microaerophilic:12%	-0.1544	0.9924599614122	879.71	1016	835	1047	771	751	31.63	35.34
clpX	Rv2457c	ATP-dependent CLP protease ATP-binding subunit ClpX	INDIGO_exponential:9%	-0.0853	0.851098676880578	793.45	856	1032	904	674	549	1200.63	1279.02
Rv3474	Rv3474	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.1514	0.992189124480317	869.62	827	744	865	888	1037	39.48	43.96
Rv2993c	Rv2993c	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	tyloxopol:13%; INDIGO_exponential:10%	-0.1167	0.956863138420415	854.23	766	958	857	898	799	76.58	83.48
Rv0795	Rv0795	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.1515	0.992058600193696	871.44	852	766	878	917	950	39.86	44.3
mce4A	Rv3499c	Mce family protein Mce4A	acidic_tyloxopol:8%	-0.0961	0.911314218522781	805.84	845	1033	895	659	632	141.61	151.82
vapB13	Rv1839c	antitoxin VapB13	human_sputum:11%	-0.163	0.996314211709706	853.87	1019	733	809	922	801	70.73	79.78
Rv2310	Rv2310	excisionase	hypoxia_late:44%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-0.2511	0.999457191395529	890.88	1038	539	763	1093	1097	5.27	6.62
Rv3362c	Rv3362c	ATP/GTP-binding protein	INDIGO_exponential:9%	-0.1094	0.947427441382964	822.06	732	810	778	892	905	137.73	150.22
cut2	Rv2301	cutinase	acidic_tyloxopol:10%	-0.0951	0.895911649124346	789.59	783	997	698	711	776	167.3	179.31
metH	Rv2124c	methionine synthase	butyrate_plus_glucose:11%	-0.0827	0.808216800370524	777.27	870	1086	815	644	530	193.09	205.39
Rv1957	Rv1957	SecB-like chaperone	hypoxia_fatty_acids:14%	-0.1952	0.995459018066571	906.73	1025	922	1059	857	695	23.45	27
MT1182	MT1182	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:10%	-0.1299	0.984462612190146	815.07	837	667	685	979	932	109.4	120.97
hisT	Rvnt29	tRNA-His	hypoxia_late:17%; butyrate:11%	-0.2831	0.999774441724708	849.56	1066	316	640	1173	1279	11.13	14.08
PPE49	Rv3125c	PPE family protein PPE49	hypoxia_late:18%; human_sputum:13%	-0.1303	0.980330400513267	824.51	864	796	899	772	795	26.48	29.11
vapC32	Rv1114	ribonuclease VapC32	hypoxia_late:16%	-0.1461	0.988134867499897	840.95	881	829	801	910	787	71.2	79.29
Rv0375c	Rv0375c	carbon monoxyde dehydrogenase medium subunit	hypoxia_late:52%; ctl_stationary:13%	-0.1571	0.993227806763257	835.93	797	661	664	1042	1061	10.78	12.26
whiB5	Rv0022c	transcriptional regulator WhiB5	hypoxia_late:32%; ctl_stationary:18%; PBS_RIF_DDmtb:16%	-0.2154	0.998635236945927	863.92	909	536	667	1171	1130	8.04	9.75
ltp4	Rv3522	lipid transfer protein	hypoxia_late:13%; human_sputum:12%	-0.1159	0.945349764833503	812.95	671	798	742	954	917	44.11	48.32
lipM	Rv2284	esterase LipM	hypoxia_late:13%	-0.1157	0.962291242803433	766.73	958	807	850	641	606	71.93	78.25
Rv3656c	Rv3656c	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	-0.1566	0.989592219911781	845.82	738	693	759	1036	1036	55.65	62.41
ltp2	Rv3540c	lipid transfer protein	human_sputum:15%; hypoxia_fatty_acids:11%; hypoxia_late:10%	-0.1216	0.965985282862014	788.55	842	838	787	749	730	43.43	47.51
Rv1487	Rv1487	hypothetical protein	zinc_limitation:10%; acidic:10%	-0.1009	0.889603067504104	771.08	703	878	660	797	828	248.93	268.98
espD	Rv3614c	ESX-1 secretion-associated protein EspD	acidic_tyloxopol:23%; acidic:22%	-0.0843	0.755963793015055	755.47	859	1117	843	591	456	2505.8	2666.45
Rv3542c	Rv3542c	hypothetical protein	human_sputum:17%; hypoxia_fatty_acids:16%	-0.1397	0.97666333216824	834.9	810	814	937	845	773	30.6	33.89
sigE	Rv1221	ECF RNA polymerase sigma factor SigE	hypoxia_fatty_acids:15%	-0.1059	0.910589423763374	776.32	747	841	851	744	704	160.13	173.28
MT3131.1	MT3131.1	hypothetical protein	butyrate_plus_glucose:15%; acidic_tyloxopol:11%; tyloxopol:10%	-0.1446	0.985471571538865	807.96	678	619	616	1070	1134	63.92	70.87
Rv0621	Rv0621	membrane protein	hypoxia_late:26%	-0.1449	0.983545381172879	819.84	836	822	852	800	790	22.24	24.77
Rv0364	Rv0364	transmembrane protein	zinc_limitation:12%; tyloxopol:11%	-0.0976	0.874477455249467	752.88	737	904	674	722	737	192.97	207.59
sugA	Rv1236	sugar ABC transporter permease SugA	PBS_RIF_DDmtb:13%; hypoxia_late:12%	-0.13	0.969541616806408	798.5	882	866	853	735	668	71.25	78.64
MT2045	MT2045	hypothetical protein	human_sputum:12%; PBS_RIF_DDmtb:11%	-0.1859	0.997073000158873	804.98	931	578	672	939	945	33.91	38.92
alkB	Rv3252c	transmembrane alkane 1-monooxygenase AlkB	nutrient_limitation:47%; PBS_RIF_DDmtb:21%	-0.1175	0.948362158760731	772.37	932	880	883	653	552	139.35	152.2
Rv0769	Rv0769	oxidoreductase	butyrate:16%; hypoxia_fatty_acids:11%; ctl_stationary:10%	-0.1252	0.953746229417963	796.13	708	871	760	841	806	49.46	54.18
Rv2459	Rv2459	MFS-type transporter	acidic_tyloxopol:8%	-0.0902	0.821865459754645	736.1	806	1015	692	629	577	167.23	178.69
Rv0793	Rv0793	monooxygenase	hypoxia_fatty_acids:36%; ctl_stationary:13%; hypoxia_late:12%	-0.1811	0.996427947131073	794.4	816	470	574	1162	1065	19.32	22.29
fadE33	Rv3564	acyl-CoA dehydrogenase FadE33	hypoxia_late:31%; human_sputum:23%	-0.1531	0.98276346825625	837.92	803	873	906	858	754	22.87	25.67
Rv2354	Rv2354	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.1602	0.988044136645842	821.41	782	720	855	839	918	39.61	44.29
PE21	Rv2099c	PE family protein	hypoxia_late:32%; microaerophilic:13%; ctl_stationary:12%	-0.2254	0.998070343805676	843.66	950	404	699	1235	1071	29.28	35.41
csm1	Rv2823c	CRISPR-associated protein Cas10/Csm1	hypoxia_late:20%	-0.1267	0.9504538056697	796.33	829	887	973	730	591	32.56	35.76
Rv1534	Rv1534	transcriptional regulator	nutrient_limitation:15%; hypoxia_fatty_acids:14%	-0.1242	0.950176310313318	783.04	656	741	709	950	878	47.73	52.42
moxR1	Rv1479	transcriptional regulator MoxR1	microaerophilic:8%	-0.0959	0.818981481536666	753.75	777	999	837	651	545	472.66	507.82
leuC	Rv2988c	3-isopropylmalate dehydratase large subunit	INDIGO_exponential:12%; zinc_limitation:10%	-0.1176	0.942566472895778	756.64	901	846	915	652	513	122.98	133.99
Rv1271c	Rv1271c	hypothetical protein	human_sputum:14%; ctl_exponential:12%	-0.1101	0.910665103635293	754.1	650	775	624	860	880	180.43	196.27
ilvB1	Rv3003c	acetolactate synthase large subunit IlvB	hypoxia_rar:10%	-0.0868	0.763315363003231	731.07	833	1056	736	597	496	272.64	290.61
embR	Rv1267c	transcriptional regulator EmbR	ctl_stationary:23%; hypoxia_late:17%; PBS_RIF_DDmtb:11%	-0.122	0.946860383665297	774.9	683	782	752	769	896	26.8	29.3
mpt70	Rv2875	major secreted immunogenic protein Mpt70	PBS_RIF_DDmtb:79%	-0.1425	0.975210872760504	805.14	808	824	935	728	739	51.6	57.14
ino1	Rv0046c	inositol-3-phosphate synthase	acidic_tyloxopol:12%	-0.0852	0.755071080896017	718.21	835	1031	652	610	518	573.9	611.61
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	-0.1108	0.879421516152003	780.12	640	910	841	773	750	295.21	321.08
Rv1776c	Rv1776c	transcriptional regulator	hypoxia_late:9%	-0.1138	0.919620592752595	753.71	619	710	607	926	941	86.81	94.87
MT0512	MT0512	hypothetical protein	hypoxia_late:40%	-0.1481	0.984617187333425	781.47	966	791	881	630	665	43.14	47.89
lpqN	Rv0583c	lipoprotein LpqN	ctl_exponential:12%; acidic:12%	-0.114	0.910001732065106	765.87	746	896	846	713	642	145.33	157.93
vapB35	Rv1962A	antitoxin VapB35	PBS_RIF_DDmtb:9%	-0.128	0.962055312016729	757.37	595	591	494	1140	1083	70.36	77.63
Rv1360	Rv1360	oxidoreductase	INDIGO_exponential:12%; human_sputum:11%	-0.0985	0.859299927643555	725.32	736	900	605	693	708	121.47	130.67
Rv0229c	Rv0229c	hypothetical protein	INDIGO_exponential:12%	-0.1059	0.891331887843288	742.72	748	893	776	628	682	139.21	150.19
fadD4	Rv0214	fatty-acid--CoA ligase FadD4	PBS_RIF_DDmtb:20%; hypoxia_late:13%	-0.1095	0.90502633591536	748.75	641	813	647	818	838	35.73	38.88
Rv3860	Rv3860	hypothetical protein	hypoxia_late:20%	-0.1171	0.918500865191541	764.9	713	861	856	677	727	48.22	52.44
Rv0218	Rv0218	transmembrane protein	hypoxia_late:25%; human_sputum:10%	-0.1589	0.984536081549608	813.61	979	930	980	669	560	25.37	28.48
Rv3263	Rv3263	DNA methylase	hypoxia_late:12%; human_sputum:11%	-0.116	0.921728505429466	748.02	715	800	794	738	696	41.81	45.61
vapC12	Rv1720c	ribonuclease VapC12	hypoxia_late:21%; ctl_stationary:10%	-0.1868	0.991733700579447	823.04	773	629	919	822	997	18.67	21.3
MT2165.1	MT2165.1	hypothetical protein	human_sputum:32%; hypoxia_late:19%; hypoxia_hypoxic:11%	-0.203	0.997626395879158	774.45	857	413	492	1180	1090	40.26	47.01
Rv3643	Rv3643	hypothetical protein	hypoxia_late:39%; ctl_stationary:15%	-0.285	0.999303643173981	809.38	925	402	675	1019	1148	8.25	10.43
fadD24	Rv1529	fatty-acid--CoA ligase FadD24	ctl_stationary:12%; hypoxia_late:11%	-0.1136	0.894710574052321	749.71	644	884	702	764	765	34.93	38.04
lytB2	Rv1110	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	INDIGO_exponential:8%	-0.1005	0.835697341532406	734.74	770	908	871	634	527	414.5	446.61
Rv0801	Rv0801	hypothetical protein	ctl_exponential:10%	-0.1246	0.928691483500475	769.09	723	875	907	678	678	164.64	179.72
hisE	Rv2122c	phosphoribosyl-ATP pyrophosphatase	low_iron:25%; hypoxia_late:16%; PBS_RIF_DDmtb:11%	-0.1924	0.995463990510012	775.41	799	440	578	1121	1054	19.48	22.67
radA	Rv3585	DNA repair protein RadA	zinc_limitation:25%	-0.0981	0.821886570408757	718.31	716	894	718	655	623	164.19	176.98
MT0765	MT0765	hypothetical protein	acidic:16%	-0.1408	0.977713016328004	744.61	789	640	661	832	812	104.48	115.69
MT2988.1	MT2988.1	hypothetical protein	hypoxia_late:31%; ctl_stationary:18%	-0.3961	0.999631377681257	801.39	1084	259	733	961	1187	5.44	7.56
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	-0.1293	0.941872636902837	766.31	721	852	889	688	693	26.42	29
pstS2	Rv0932c	phosphate ABC transporter substrate-binding lipoprotein PstS	zinc_limitation:9%	-0.0908	0.747288448764079	712.81	798	982	788	588	466	1260.72	1348.05
thiS	Rv0416	sulfur carrier protein ThiS	low_iron:15%; hypoxia_late:14%; acidic:12%	-0.1848	0.993910612733814	765.05	772	516	585	971	1053	30.46	34.87
vapC35	Rv1962c	ribonuclease VapC35	PBS_RIF_DDmtb:10%	-0.1258	0.946131225657471	744.07	616	633	611	967	936	79.76	87.87
Rv1120c	Rv1120c	hypothetical protein	hypoxia_late:23%	-0.2053	0.993543437601557	817.84	801	528	859	986	961	10.49	12.33
pimE	Rv1159	polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside	hypoxia_late:8%	-0.1112	0.883541792223209	727.41	743	911	816	590	603	73.69	79.84
Rv1873	Rv1873	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	-0.2526	0.996759511073212	840.27	963	569	780	993	937	11.03	13.68
Rv0875c	Rv0875c	hypothetical protein	microaerophilic:19%	-0.1197	0.915236943777515	734.62	591	711	587	908	911	84.88	93.11
cyp132	Rv1394c	cytochrome P450 Cyp132	PBS_RIF_DDmtb:16%; nutrient_limitation:10%	-0.1302	0.949335280407942	737.22	788	793	818	689	609	43.5	47.85
Rv0224c	Rv0224c	methyltransferase	hypoxia_late:13%	-0.1356	0.96384692812106	732.31	763	735	726	718	720	46.05	50.84
Rv1920	Rv1920	membrane protein	acidic_tyloxopol:10%; acidic:10%	-0.1134	0.878811953510575	719.32	626	770	690	759	757	79.94	87.06
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	-0.1072	0.86386308192935	710.59	658	801	684	698	716	66.07	71.62
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	-0.2303	0.995254996436737	818.55	828	547	965	807	987	16.86	19.8
MT1821.1	MT1821.1	hypothetical protein	nutrient_limitation:12%	-0.1218	0.920495730109181	715.33	603	707	523	907	876	213.29	233.32
Rv1763	Rv1763	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.1658	0.984339056690676	758.77	735	649	732	787	902	39.36	44.27
Rv0807	Rv0807	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:16%	-0.1574	0.980125003156506	752.05	792	673	807	756	736	55.22	61.72
Rv3660c	Rv3660c	hypothetical protein	nutrient_limitation:23%; PBS_RIF_DDmtb:20%; ctl_stationary:14%; hypoxia_late:10%	-0.1472	0.964254424778302	754.23	688	771	721	850	746	24.9	27.83
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	-0.1363	0.953470079927339	735.12	767	783	831	673	631	40.23	44.45
Rv2137c	Rv2137c	hypothetical protein	acidic:15%	-0.1021	0.790768374895444	707.06	780	931	942	571	397	2609.15	2809.75
Rv1697	Rv1697	hypothetical protein	high_iron:14%; INDIGO_exponential:13%; tyloxopol:11%	-0.0933	0.737068409176057	696.02	771	966	757	572	468	524.45	561.87
PPE55	Rv3347c	PPE family protein PPE55	microaerophilic:41%	-0.1048	0.798548907701504	712.5	786	1022	931	522	404	42.18	45.59
mce3D	Rv1969	Mce family protein Mce3D	hypoxia_late:35%; ctl_stationary:13%	-0.194	0.987878327349086	783.25	905	779	952	667	638	9.27	10.74
Rv1756c	Rv1756c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1871	0.989146997291225	755.05	879	698	803	661	744	11.4	13.12
MT3207	MT3207	hypothetical protein	hypoxia_late:42%; ctl_stationary:13%; microaerophilic:12%; PBS_RIF_DDmtb:11%	-0.5156	0.999360329566418	807.58	1179	380	749	816	1045	3.45	5.67
cysA2	Rv0815c	thiosulfate sulfurtransferase CysA	zinc_limitation:11%	-0.1037	0.825004141409971	681.9	672	830	559	670	692	160.95	174.16
efpA	Rv2846c	MFS-type transporter EfpA	INDIGO_exponential:15%	-0.091	0.693574648714372	685.39	795	990	753	533	429	456.41	487.89
fadD2	Rv0270	fatty-acid--CoA ligase FadD2	cholesterol:14%	-0.0932	0.70595729541503	689.71	774	970	813	547	418	538.43	576.46
Rv0072	Rv0072	glutamine ABC transporter permease	INDIGO_exponential:13%; high_iron:10%	-0.1003	0.794938955923491	681.62	706	853	673	614	578	197.12	212.44
cfp2	Rv2376c	low molecular weight antigen MTB12	tyloxopol:10%; INDIGO_exponential:10%	-0.1187	0.897463548856699	694.32	877	840	847	563	413	730.88	796.82
cstA	Rv3063	carbon starvation protein A	hypoxia_late:17%; ctl_stationary:11%	-0.1173	0.873390403209283	704.02	705	857	833	575	576	36.46	39.7
MT1771.1	MT1771.1	hypothetical protein	butyrate:13%; tyloxopol:11%; hypoxia_late:10%	-0.2292	0.997814617574222	714.01	858	348	438	1040	1055	31.31	37.18
Rv3661	Rv3661	hypothetical protein	low_iron:10%	-0.1381	0.951893951848198	708.09	762	726	792	631	637	48.23	53.25
serB1	Rv0505c	phosphoserine phosphatase SerB	hypoxia_late:10%	-0.112	0.838743615691344	700.22	712	849	811	619	535	167.25	181.67
Rv3380c	Rv3380c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1888	0.98855039044084	748.9	876	696	796	663	723	11.41	13.14
fadE20	Rv2724c	acyl-CoA dehydrogenase FadE20	nutrient_limitation:10%	-0.1014	0.810104730639445	673.4	700	870	531	636	652	116.48	125.61
Rv1990c	Rv1990c	transcriptional regulator	hypoxia_fatty_acids:16%; acidic:12%	-0.1246	0.89131625319451	712.83	596	738	743	726	768	131.6	143.95
MT3210	MT3210	hypothetical protein	hypoxia_late:17%; ctl_stationary:10%; hypoxia_hypoxic:10%	-0.4111	0.998088712385868	834.76	1247	753	799	584	857	8.27	11.46
Rv0755A	Rv0755A	transposase	acidic_tyloxopol:14%; human_sputum:11%; acidic:10%	-0.1508	0.951526874824948	750.96	710	723	959	682	697	146.41	162.32
Rv2814c	Rv2814c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.1901	0.988296448780394	745.96	867	689	797	662	724	11.4	13.15
aac	Rv0262c	aminoglycoside 2'-N-acetyltransferase	butyrate:10%	-0.1364	0.943362486524361	712.63	754	739	761	708	607	95.9	105.97
Rv3186	Rv3186	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.1681	0.980579994667671	731.85	725	625	740	761	815	39.47	44.36
Rv2105	Rv2105	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.1702	0.980753082552701	736	709	622	750	765	843	39.45	44.45
Rv2136c	Rv2136c	undecaprenyl-diphosphatase	acidic_tyloxopol:11%; butyrate_plus_glucose:11%	-0.1019	0.796133262829468	674.18	686	863	615	612	611	195.58	211.05
tuf	Rv0685	elongation factor Tu	INDIGO_exponential:11%	-0.1327	0.925693448783337	709.6	818	804	810	470	681	1807.49	1988.66
