GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_noDrug	Rv0494_DMSO_noDrug
Rv2647	Rv2647	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:13%	-0.1635	0.997779956414107	1024.44	1147	899	1107	1054	927	32.97	37.26
MT2367.1	MT2367.1	hypothetical protein	human_sputum:12%; hypoxia_late:10%	-0.125	0.983226058814481	998.55	872	879	987	1209	1065	67.49	74.29
Rv1128c	Rv1128c	hypothetical protein	human_sputum:19%; hypoxia_late:16%; zinc_limitation:11%	-0.1072	0.960876329636662	968.9	786	1001	816	1181	1091	21.55	23.49
sigD	Rv3414c	ECF RNA polymerase sigma factor SigD	tyloxopol:11%	-0.0906	0.901670718360327	942.22	917	1150	782	1169	736	619.09	664.21
vapC10	Rv1397c	ribonuclease VapC10	nutrient_limitation:22%; acidic_tyloxopol:11%; butyrate:10%	-0.0945	0.912585993004501	956.63	886	1131	876	1173	751	1116.77	1201.62
MT0383	MT0383	hypothetical protein	hypoxia_late:15%	-0.1047	0.953983071010653	963.78	814	1018	802	1188	1024	108.34	117.44
PPE6	Rv0305c	PPE family protein PPE6	hypoxia_late:22%; ctl_stationary:11%	-0.0993	0.945723277904615	942.51	879	998	863	1107	877	29.46	31.88
narI	Rv1164	nitrate reductase subunit gamma	acidic_tyloxopol:13%; microaerophilic:10%	-0.1039	0.958298394304878	950.43	943	1010	954	1068	789	169.69	183.76
Rv1856c	Rv1856c	oxidoreductase	human_sputum:9%	-0.0976	0.931431192210838	947.27	897	994	1015	1122	732	519.67	560.23
moeX	Rv1681	molybdopterin biosynthesis protein MoeX	acidic_tyloxopol:9%	-0.1093	0.959718091754801	968.36	853	943	995	1164	901	72.99	79.46
MT3313	MT3313	hypothetical protein	hypoxia_late:9%	-0.0955	0.9311570923589	935.03	868	1016	739	1162	917	245.78	264.73
Rv3268	Rv3268	hypothetical protein	high_iron:10%	-0.1012	0.941373593232114	956.77	924	1082	969	1095	737	357.54	386.42
murG	Rv2153c	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide)	microaerophilic:18%; hypoxia_late:13%	-0.0955	0.921129635517271	944.72	882	1026	851	1179	809	285.92	307.99
MT1077	MT1077	hypothetical protein	hypoxia_fatty_acids:44%	-0.1649	0.998533960848036	984.08	1101	620	938	1189	1133	44.76	50.81
mazF8	Rv2274c	toxin MazF8	hypoxia_late:16%	-0.1771	0.998597652506997	1009.83	1179	753	1018	1112	1015	20.03	23.11
Rv0236A	Rv0236A	hypothetical protein	ctl_exponential:21%; human_sputum:11%	-0.1179	0.979417712461097	961.56	996	881	1098	1051	798	497.52	544
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	-0.1231	0.984488231801647	966.35	1069	942	1080	1019	743	619.21	679.47
Rv2636	Rv2636	O-phosphotransferase	acidic_tyloxopol:15%; hypoxia_late:12%; acidic:11%; ctl_stationary:10%	-0.1498	0.994139336476975	993.28	929	649	1133	1268	1047	12.44	14.07
lspA	Rv1539	lipoprotein signal peptidase	microaerophilic:24%	-0.1023	0.947045966288606	941.56	915	965	922	1140	783	479.45	518.87
dppC	Rv3664c	dipeptide ABC transporter permease DppC	hypoxia_late:23%	-0.1134	0.972595025058671	955.11	760	838	756	1293	1194	22.65	24.84
Rv0518	Rv0518	hypothetical protein	tyloxopol:10%	-0.1145	0.980830616632815	940.49	987	902	879	1048	892	76.06	83.05
Rv3645	Rv3645	transmembrane protein	hypoxia_rar:10%	-0.0939	0.897529429150096	941.25	883	1134	898	1142	689	330.46	355.37
mbtN	Rv1346	acyl-ACP dehydrogenase MbtN	low_iron:33%	-0.0957	0.925373247850765	927.53	876	1039	696	1157	903	97.3	104.88
vapB5	Rv0626	antitoxin VapB5	tyloxopol:10%	-0.1069	0.957019163701055	943.39	904	953	990	1062	817	399.66	433.47
Rv3278c	Rv3278c	transmembrane protein	human_sputum:13%; tyloxopol:11%	-0.1006	0.942487058002389	933.17	832	982	723	1182	979	131.25	141.9
Rv3300c	Rv3300c	hypothetical protein	hypoxia_late:13%	-0.1028	0.936245715514888	948.8	799	1004	940	1137	881	103.34	111.87
pafB	Rv2096c	proteasome accessory factor B	INDIGO_exponential:8%	-0.1068	0.952941933159911	947.02	945	997	983	1090	739	255.96	277.84
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	-0.0947	0.901966453855555	936.44	896	1117	844	1144	717	533.5	573.96
MT2370.2	MT2370.2	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%; PBS_RIF_DDmtb:10%	-0.2646	0.999770799508385	1033.99	1296	573	1305	939	1161	6.59	8.25
mhuD	Rv3592	heme-degrading monooxygenase	tyloxopol:10%	-0.0994	0.941734093541904	925.7	980	1033	913	1059	672	1263.03	1363.22
vapC29	Rv0617	ribonuclease VapC29	ctl_stationary:10%	-0.1007	0.942411122948482	931.88	835	1017	655	1196	1003	158.69	171.59
MT0762.1	MT0762.1	hypothetical protein	hypoxia_late:48%; PBS_RIF_DDmtb:11%	-0.1942	0.999657586786676	968.12	1053	531	640	1327	1471	5.61	6.78
Rv0081	Rv0081	HTH-type transcriptional regulator	ctl_stationary:12%; hypoxia_fatty_acids:11%	-0.1284	0.981844531943053	975.81	916	815	1177	1149	851	163.91	180.66
MT3174.2	MT3174.2	hypothetical protein	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:12%	-0.191	0.998651461682178	1019.67	1034	625	1208	1143	1152	10.41	12.19
Rv1714	Rv1714	oxidoreductase	hypoxia_late:28%; PBS_RIF_DDmtb:10%	-0.1168	0.965424836249817	963.82	860	933	986	1153	900	78.03	85.46
Rv2613c	Rv2613c	AP-4-A phosphorylase	zinc_limitation:11%	-0.1111	0.955447498304886	954.79	871	936	968	1139	872	156.31	170.32
MT2423.1	MT2423.1	hypothetical protein	acidic_tyloxopol:14%	-0.1065	0.957404545324193	928.6	788	889	705	1204	1104	95.79	104.03
MT0576	MT0576	hypothetical protein	hypoxia_late:19%; ctl_stationary:12%	-0.2021	0.999634560583476	975.83	1084	449	833	1409	1273	12.04	14.35
Rv0143c	Rv0143c	transmembrane protein	hypoxia_late:8%	-0.0935	0.900694453257217	913.9	891	1070	692	1155	801	173.05	186.18
Rv2979c	Rv2979c	resolvase	zinc_limitation:45%	-0.1143	0.973250494580377	937.42	1001	923	1030	1033	720	232.5	253.55
rsdA	Rv3413c	anti-sigma-D factor RsdA	low_iron:9%	-0.0946	0.900860554518413	919.7	877	1028	868	1147	709	582.72	626.91
Rv1567c	Rv1567c	membrane protein	hypoxia_late:9%	-0.1208	0.979873869253846	940.65	773	762	717	1309	1224	45.51	49.99
egtD	Rv3701c	histidine-specific methyltransferase EtgD	hypoxia_late:11%	-0.0988	0.91917019691147	928.73	843	1053	811	1135	825	154.49	166.85
Rv3903c	Rv3903c	hypothetical protein	hypoxia_late:34%; ctl_stationary:12%	-0.1023	0.933798468728392	929.84	804	1047	749	1132	945	22.44	24.37
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	-0.1151	0.971109524903162	934.65	748	780	711	1351	1167	71.25	78.03
Rv2257c	Rv2257c	hypothetical protein	hypoxia_late:10%	-0.096	0.911604894731419	910.06	858	1023	763	1116	814	184.05	198.3
Rv0135c	Rv0135c	transcriptional regulator	hypoxia_fatty_acids:13%	-0.1028	0.927210222577553	939.46	800	1058	909	1113	837	180.13	194.94
Rv3210c	Rv3210c	hypothetical protein	INDIGO_exponential:12%; tyloxopol:11%	-0.1017	0.925903978886033	933	806	1050	883	1101	843	158.67	171.61
MT1742	MT1742	hypothetical protein	tyloxopol:11%; INDIGO_exponential:11%	-0.1549	0.993420639968292	976.9	1029	590	1169	1236	934	88.27	99.21
Rv1961	Rv1961	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	-0.135	0.989304470464832	948.52	965	787	923	1126	957	42.25	46.87
leuV	Rvnt20	tRNA-Leu	hypoxia_late:51%; zinc_limitation:19%	-0.3919	0.999955625747762	955.99	1393	177	556	1565	1667	0.3	1.38
nirB	Rv0252	nitrite reductase large subunit NirB	nutrient_limitation:18%; hypoxia_late:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%	-0.1021	0.924403886575506	930.69	808	1049	860	1105	850	41.5	44.98
ilvE	Rv2210c	branched-chain amino acid aminotransferase	ctl_exponential:8%	-0.0944	0.895612531028273	902.12	875	1020	761	1125	758	242.7	261.16
MT3952	MT3952	hypothetical protein	hypoxia_late:22%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.1782	0.998860297317102	956.25	1091	529	1072	1061	1107	46.27	52.83
ephD	Rv2214c	oxidoreductase EphD	zinc_limitation:12%	-0.0935	0.884547095942766	901.44	881	1052	794	1130	687	275.81	296.54
Rv0480c	Rv0480c	amidohydrolase	hypoxia_late:14%	-0.1035	0.936676765948497	915.72	805	989	694	1160	966	70.45	76.36
ephB	Rv1938	epoxide hydrolase EphB	hypoxia_late:25%	-0.1337	0.988007466945928	940.8	880	785	843	1163	1059	11.04	12.34
eccD1	Rv3877	ESX-1 secretion system protein EccD1	PBS_RIF_DDmtb:8%	-0.0933	0.880686621895613	900.73	889	1120	716	1129	698	245.11	263.51
pabB	Rv1005c	para-aminobenzoate synthase component I	hypoxia_late:17%	-0.1048	0.932039411500411	920.08	780	983	845	1121	890	56.02	60.79
trpG	Rv0013	anthranilate synthase component II	INDIGO_exponential:8%	-0.0986	0.905947749007222	913.55	837	1074	797	1084	799	215.55	232.59
Rv1249c	Rv1249c	membrane protein	ctl_exponential:8%	-0.1105	0.961849614226431	905.92	984	884	1007	983	692	195.29	212.45
fadE29	Rv3543c	acyl-CoA dehydrogenase FadE29	hypoxia_fatty_acids:20%; human_sputum:11%; hypoxia_late:10%	-0.1194	0.976018223657721	917.23	948	856	892	1064	835	45.03	49.4
Rv0024	Rv0024	NLP/P60 family protein	hypoxia_late:18%; microaerophilic:11%	-0.1033	0.92927827591832	916.71	791	985	832	1110	883	103.1	111.68
Rv3217c	Rv3217c	integral membrane protein	hypoxia_late:9%	-0.0983	0.91942456167158	897.49	834	962	706	1133	880	251.44	271.34
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	-0.1303	0.988842552169893	906.95	937	723	847	1057	990	139.28	153.49
oxyS	Rv0117	oxidative stress response regulatory protein OxyS	hypoxia_late:13%	-0.1069	0.948071064903087	900.26	784	924	567	1214	1087	34.52	37.58
arsB2	Rv3578	arsenic transport integral membrane protein ArsB	hypoxia_late:18%; PBS_RIF_DDmtb:15%; human_sputum:11%	-0.1141	0.967311527306679	901.21	971	863	943	1010	733	85.94	93.79
Rv0183	Rv0183	lysophospholipase	PBS_RIF_DDmtb:13%	-0.1116	0.94469968329747	915.89	854	864	1117	1042	729	186.15	202.64
Rv2209	Rv2209	integral membrane protein	PBS_RIF_DDmtb:8%	-0.0997	0.895753852783254	907.91	823	1072	846	1085	740	150.29	162.37
Rv3629c	Rv3629c	integral membrane protein	human_sputum:10%	-0.1072	0.943853771268837	897.22	836	903	870	1035	849	70.48	76.56
MT3573.11	MT3573.11	hypothetical protein	microaerophilic:54%	-0.1015	0.921932432212257	887.09	817	987	605	1141	933	114.7	124.12
lytB2	Rv1110	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	INDIGO_exponential:8%	-0.0952	0.864166809205225	883.98	865	1109	764	1083	645	473.02	509.15
hspR	Rv0353	heat shock protein transcriptional repressor HspR	hypoxia_fatty_acids:11%; microaerophilic:11%	-0.1122	0.936612271697262	918.27	819	922	985	1087	794	363.9	396.6
cysK1	Rv2334	O-acetylserine sulfhydrylase	high_iron:14%; tyloxopol:12%; INDIGO_exponential:12%	-0.1061	0.918265457001073	910.05	855	991	952	1081	696	518.89	562.67
inhA	Rv1484	NADH-dependent enoyl-[ACP] reductase	zinc_limitation:12%	-0.0991	0.898757332677905	877.29	864	970	878	1053	649	556.29	600.35
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	-0.0992	0.884699674086825	898.75	829	1080	856	1069	691	767.17	827.88
Rv0265c	Rv0265c	iron ABC transporter substrate-binding lipoprotein	hypoxia_late:11%	-0.0997	0.903538424347879	877.23	822	966	714	1089	819	129.68	140.14
Rv2309c	Rv2309c	integrase	tyloxopol:10%	-0.112	0.949584963791816	892.61	739	818	743	1176	1027	74.94	81.73
Rv0633c	Rv0633c	hypothetical protein	hypoxia_late:11%	-0.1017	0.910641578664312	879.82	798	964	778	1045	829	124.41	134.57
Rv2809	Rv2809	hypothetical protein	hypoxia_late:13%; INDIGO_exponential:11%	-0.1324	0.967715429607447	945	874	939	1011	1098	816	216.13	239.23
Rv0508	Rv0508	hypothetical protein	tyloxopol:11%	-0.1204	0.971262559574318	880.27	969	817	901	963	761	249.99	273.82
lipG	Rv0646c	lipase/esterase LipG	tyloxopol:10%	-0.0993	0.889245714571509	877.95	826	1024	786	1028	746	176.97	191.05
Rv1887	Rv1887	hypothetical protein	INDIGO_exponential:9%	-0.0984	0.86584246790783	885.33	825	1089	873	1063	620	857.27	924.62
wbbL1	Rv3265c	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	human_sputum:9%	-0.1013	0.907698651313065	873.06	845	944	834	1027	730	191.09	206.59
Rv3529c	Rv3529c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:11%	-0.1287	0.971190673337905	922.42	792	844	951	1039	998	14.24	15.78
MT3033	MT3033	hypothetical protein	hypoxia_late:23%	-0.1877	0.99750280116991	960.36	1050	499	1114	1244	996	29.41	34.04
ilvB2	Rv3470c	acetolactate synthase large subunit	hypoxia_late:30%; ctl_stationary:12%	-0.1352	0.981941127466411	923.62	979	890	1042	927	790	18.49	20.55
MT3954	MT3954	hypothetical protein	hypoxia_late:40%; ctl_stationary:17%; PBS_RIF_DDmtb:15%	-0.3396	0.999689571023064	982.1	1337	541	974	1047	1109	3.05	4.44
Rv0990c	Rv0990c	hypothetical protein	ctl_stationary:22%; hypoxia_fatty_acids:18%	-0.1083	0.933208059782723	875.68	765	911	630	1128	988	67.24	73.13
qcrB	Rv2196	ubiquinol-cytochrome C reductase cytochrome subunit B	INDIGO_exponential:11%; tyloxopol:11%; microaerophilic:10%	-0.0952	0.852821198817819	864.02	859	1073	732	1070	632	1394.28	1500.46
Rv0870c	Rv0870c	integral membrane protein	cholesterol:9%	-0.1029	0.896172029880502	884.68	787	1014	814	1066	764	394.58	427.12
Rv2047c	Rv2047c	hypothetical protein	hypoxia_late:15%	-0.0947	0.860983741015919	854.58	873	1068	601	1088	699	126.96	136.68
celA2a	Rv1089A	cellulase celA2a	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_hypoxic:10%	-0.3009	0.999865557170298	924.65	1310	298	634	1396	1299	3.5	5.04
Rv0472c	Rv0472c	HTH-type transcriptional regulator	INDIGO_exponential:11%	-0.1033	0.889377098385671	887.17	779	1029	912	1030	710	262.44	284.05
fadD29	Rv2950c	long-chain-fatty-acid--AMP ligase FadD29	INDIGO_exponential:14%; hypoxia_rar:12%	-0.108	0.914945845503605	890.22	852	972	921	1058	673	827.55	898.56
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	-0.1069	0.921454057147981	876.15	841	934	904	997	718	133.86	145.29
galTb	Rv0619	galactose-1-phosphate uridylyltransferase galTb	hypoxia_late:33%; ctl_stationary:18%; PBS_RIF_DDmtb:14%	-0.1899	0.997863320986096	940.32	1030	727	890	1022	1054	5.93	6.99
Rv3208	Rv3208	TetR family transcriptional regulator	tyloxopol:11%	-0.1013	0.889723332936478	865.81	793	950	852	1015	734	248.88	269.05
Rv1403c	Rv1403c	methyltransferase	ctl_stationary:16%; hypoxia_late:13%	-0.1266	0.965199004137651	901.39	802	854	839	1077	948	32.78	36.19
Rv2696c	Rv2696c	hypothetical protein	PBS_RIF_DDmtb:8%	-0.0956	0.860599998986478	847.97	857	1046	612	1075	700	381.48	410.77
tam	Rv0294	trans-aconitate methyltransferase	hypoxia_late:15%	-0.1139	0.942850335785169	875.61	731	859	653	1148	1035	37.07	40.55
Rv0500A	Rv0500A	DNA-binding protein	acidic:14%; INDIGO_exponential:12%; ctl_exponential:10%	-0.1185	0.957373484774821	865.54	952	794	1043	942	629	822.9	899.99
Rv0725c	Rv0725c	hypothetical protein	PBS_RIF_DDmtb:11%	-0.1215	0.944415132484654	908.65	774	849	1023	1096	822	91.81	100.82
Rv2023c	Rv2023c	hypothetical protein	hypoxia_late:25%	-0.1275	0.965077652364577	899.64	820	771	996	1016	908	94.39	103.96
dinX	Rv1537	DNA polymerase IV	PBS_RIF_DDmtb:26%; hypoxia_late:21%	-0.1143	0.929185699871204	881.31	729	866	776	1114	947	31.93	34.98
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	-0.0992	0.863874338302256	852.18	828	1031	702	1038	695	258.74	279.33
cpsY	Rv0806c	exopolysaccharide phosphotransferase CpsY	PBS_RIF_DDmtb:12%	-0.1174	0.954800677306074	858.87	985	893	875	944	623	105.91	115.86
Rv1927	Rv1927	hypothetical protein	tyloxopol:10%	-0.107	0.899740685844415	870.5	755	957	788	1067	805	142.96	155.32
Rv3091	Rv3091	hypothetical protein	hypoxia_late:13%	-0.0981	0.867338309092885	840.17	833	995	615	1041	754	107.59	116.15
PPE66	Rv3738c	PPE family protein PPE66	PBS_RIF_DDmtb:32%; nutrient_limitation:26%	-0.125	0.964579239879188	868.05	899	808	979	958	711	79.78	87.71
Rv3405c	Rv3405c	HTH-type transcriptional regulator	hypoxia_fatty_acids:11%	-0.1295	0.973618841894084	863.88	894	742	903	965	824	71.93	79.4
Rv0072	Rv0072	glutamine ABC transporter permease	INDIGO_exponential:13%; high_iron:10%	-0.1068	0.894695831345324	860.45	821	969	826	1021	686	250.18	271.58
menH	Rv0558	demethylmenaquinone methyltransferase	hypoxia_fatty_acids:16%	-0.1083	0.919293425651437	851.61	878	874	917	972	638	323.03	350.9
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	-0.1003	0.859933703501436	849.73	795	1006	821	1018	639	247.54	267.41
echA6	Rv0905	enoyl-CoA hydratase EchA6	zinc_limitation:22%	-0.1094	0.909107729106898	858.04	790	842	993	1008	680	296.65	322.46
dnaA	Rv0001	chromosomal replication initiator protein DnaA	acidic_tyloxopol:13%	-0.1132	0.910915736671201	871.9	813	930	1002	980	659	119.25	130.03
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	-0.1015	0.875580119127508	840.58	797	971	689	1013	756	174.85	189.07
Rv3771c	Rv3771c	hypothetical protein	zinc_limitation:48%	-0.1215	0.951229371192116	856.42	696	741	683	1127	1090	67	73.57
Rv2028c	Rv2028c	universal stress protein	cholesterol:17%; hypoxia_hypoxic:16%; ctl_stationary:13%	-0.2044	0.99460124345826	959.39	995	920	962	911	1011	58.76	68.58
PE_PGRS12	Rv0832	PE-PGRS family protein PE_PGRS12	hypoxia_late:20%	-0.1151	0.926785506244112	858	756	858	775	1060	857	170.81	186.69
gltS	Rv2992c	glutamate--tRNA ligase	high_iron:11%; tyloxopol:10%	-0.0994	0.860294527806773	827.71	809	968	664	1032	697	165.94	179.25
Rv3075c	Rv3075c	hypothetical protein	INDIGO_exponential:9%	-0.1161	0.943004494345733	835.7	959	822	937	933	564	431.74	471.57
eccB1	Rv3869	ESX-1 secretion system protein EccB	butyrate_plus_glucose:8%	-0.1035	0.859386674172547	848.21	775	1005	827	1037	631	405.77	439.41
Rv1747	Rv1747	ABC transporter ATP-binding protein/permease	tyloxopol:9%	-0.0948	0.818097954117197	813.1	869	1071	517	1074	618	239.48	257.76
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.119	0.932002406298887	857.87	768	855	915	992	770	51.45	56.39
Rv3104c	Rv3104c	transmembrane protein	zinc_limitation:10%	-0.1016	0.855974747470634	840.11	796	1011	755	1014	655	283.19	306.19
Rv1322A	Rv1322A	hypothetical protein	human_sputum:11%; INDIGO_exponential:10%	-0.1102	0.901637956718625	847	807	867	997	993	604	3231.56	3514.22
Rv1910c	Rv1910c	hypothetical protein	acidic_tyloxopol:11%; hypoxia_late:10%	-0.1219	0.946488093929535	849.94	724	755	757	1103	940	56.17	61.75
MT1849.1	MT1849.1	hypothetical protein	PBS_RIF_DDmtb:24%; hypoxia_late:19%; ctl_stationary:17%	-0.2222	0.998725201418232	876.82	977	484	673	1215	1156	3.05	3.85
Rv2857c	Rv2857c	short-chain type dehydrogenase/reductase	hypoxia_late:10%	-0.117	0.913307153841452	851.21	777	892	899	1001	703	167.96	183.63
Rv2008c	Rv2008c	hypothetical protein	hypoxia_late:20%; ctl_stationary:16%	-0.1462	0.977184281712484	867.7	863	770	881	964	866	13.06	14.7
Rv3243c	Rv3243c	hypothetical protein	PBS_RIF_DDmtb:12%	-0.1187	0.922101791397958	843.94	782	888	848	991	723	104.63	114.54
Rv0443	Rv0443	hypothetical protein	low_iron:8%	-0.1068	0.861936352510066	832.9	746	951	807	999	683	344.24	373.6
Rv1036c	Rv1036c	transposase	hypoxia_late:26%; human_sputum:10%	-0.1776	0.99366436045042	867.73	861	550	947	1023	1007	16.82	19.32
kdtB	Rv2965c	phosphopantetheine adenylyltransferase	hypoxia_late:11%	-0.1209	0.917379615975961	859.18	700	860	894	1026	832	120.2	131.79
MT3573.10	MT3573.10	hypothetical protein	microaerophilic:26%; hypoxia_late:19%; cholesterol:10%	-0.1653	0.990071225448134	860.41	827	607	758	1108	1053	70.49	79.87
Rv3352c	Rv3352c	oxidoreductase	hypoxia_late:39%; ctl_stationary:12%	-0.1626	0.989149348462136	859.92	763	554	751	1168	1148	13.21	15.08
Rv1979c	Rv1979c	permease	acidic_tyloxopol:10%; INDIGO_exponential:10%	-0.1148	0.900132971997658	843.54	785	926	896	975	656	124.16	135.56
MTS0903	MTS0903	small intergenic RNA	acidic_tyloxopol:11%	-0.113	0.891160091985083	836.8	718	916	796	987	781	93.79	102.28
Rv1634	Rv1634	multidrug-efflux transporter	hypoxia_late:9%	-0.1135	0.889963491048688	837.89	778	913	891	982	647	194.48	212.05
Rv1711	Rv1711	RNA pseudouridine synthase	high_iron:10%	-0.1132	0.891888675928936	832.68	776	901	841	984	678	261.84	285.58
Rv2867c	Rv2867c	GCN5-like N-acetyltransferase	microaerophilic:9%	-0.1122	0.886568630499032	831.42	801	928	850	988	616	493.71	537.71
Rv2261c	Rv2261c	conserved hypothetical protein	hypoxia_late:15%; human_sputum:12%	-0.1315	0.95295495791945	840.6	733	698	874	1031	888	78.66	86.97
MT3767.1	MT3767.1	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.1491	0.980248917084379	844.97	728	609	674	1193	1101	23.73	26.74
Rv1200	Rv1200	integral membrane transport protein	INDIGO_exponential:10%	-0.1063	0.84510353217623	819.6	734	967	836	971	619	187.59	203.49
Rv2800	Rv2800	hydrolase	hypoxia_late:14%	-0.1055	0.842184026398303	815.67	749	961	790	959	643	116.4	126.23
hisF	Rv1605	imidazole glycerol phosphate synthase subunit HisF	microaerophilic:42%	-0.1157	0.895270650951752	834.77	772	872	889	995	665	298.36	325.9
Rv2657c	Rv2657c	prophage protein	acidic_tyloxopol:10%	-0.1193	0.91691714292467	827.72	678	820	726	1024	914	148.1	162.05
MT3491.1	MT3491.1	hypothetical protein	INDIGO_exponential:17%	-0.1677	0.992565122296384	832.17	982	540	767	1005	916	89.4	101.39
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	-0.1087	0.877215051124629	813.62	811	891	859	951	583	360.3	391.45
lprL	Rv0593	Mce family lipoprotein LprL	hypoxia_late:21%; PBS_RIF_DDmtb:10%	-0.132	0.945911052344574	840.78	723	766	815	1049	869	23	25.55
Rv0540	Rv0540	hypothetical protein	hypoxia_late:28%	-0.1335	0.942677527148406	854.4	708	747	886	1079	876	47.95	53.19
eccA5	Rv1798	ESX-5 type VII secretion system protein EccA	human_sputum:9%	-0.1133	0.882592266524326	827.42	789	925	867	981	603	322.87	351.91
nlhH	Rv1399c	carboxylesterase NlhH	hypoxia_late:19%	-0.117	0.906311012373545	819.87	679	797	709	1052	889	54.05	59.26
MT2363	MT2363	hypothetical protein	hypoxia_late:19%	-0.1181	0.926926062142086	804.83	702	790	453	1146	1031	40.88	44.85
Rv2966c	Rv2966c	methyltransferase	hypoxia_late:18%; human_sputum:11%	-0.1144	0.888219843715607	825.76	710	882	740	1020	795	149.29	163.01
Rv0516c	Rv0516c	anti-anti-sigma factor	butyrate:17%	-0.1066	0.848836514641457	797.71	735	861	774	954	679	341.14	370.08
galTa	Rv0618	galactose-1-phosphate uridylyltransferase galTa	hypoxia_late:23%	-0.1187	0.908754305850133	814.79	689	806	672	1044	891	61.81	67.76
MT3041.1	MT3041.1	hypothetical protein	hypoxia_late:21%	-0.1492	0.977153420404008	831.96	751	659	766	1012	1002	20.08	22.54
vapC39	Rv2530c	ribonuclease VapC39	INDIGO_exponential:12%	-0.1211	0.916292877621101	819.43	721	800	799	1002	788	146.08	160.16
mshC	Rv2130c	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	microaerophilic:8%	-0.1058	0.83254551762419	791.83	762	941	641	978	667	173.93	188.72
PPE28	Rv1800	PPE family protein PPE28	hypoxia_late:14%	-0.1169	0.905787600869227	806.51	738	811	772	962	759	36.13	39.58
Rv0807	Rv0807	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:16%	-0.1325	0.956609088291095	810.23	766	702	712	986	904	67.67	74.86
MT0431	MT0431	hypothetical protein	hypoxia_late:21%; low_iron:19%	-0.2613	0.999471463891012	827.13	1131	287	625	1131	1197	8.61	10.81
moaB1	Rv3110	pterin-4-alpha-carbinolamine dehydratase	hypoxia_late:34%; ctl_stationary:18%	-0.1905	0.993774410290748	845.65	831	390	931	1172	1029	11.17	13.14
MT3013	MT3013	hypothetical protein	high_iron:11%; hypoxia_rar:10%	-0.1367	0.949373355985595	833.18	849	737	966	985	654	537.58	595.91
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	-0.1229	0.900837545249265	821.13	764	816	942	966	640	259.65	285.04
Rv2620c	Rv2620c	transmembrane protein	low_iron:18%; butyrate:14%; microaerophilic:13%; ctl_stationary:11%; hypoxia_fatty_acids:11%	-0.1395	0.960095416343114	817.71	846	728	864	929	731	100.34	111.43
Rv1717	Rv1717	hypothetical protein	hypoxia_late:29%	-0.1658	0.979682385963757	859.93	838	637	958	1043	852	54.77	62.26
hisH	Rv1602	imidazole glycerol phosphate synthase subunit HisH	microaerophilic:39%	-0.1081	0.848895939942304	779.61	737	870	621	973	721	210.01	228.24
fadD3	Rv3561	fatty-acid--CoA ligase FadD3	human_sputum:37%; hypoxia_late:23%	-0.1238	0.918019309960941	812.6	701	807	720	1011	842	26.9	29.68
engA	Rv1713	GTPase Der	high_iron:10%	-0.1129	0.853689893682219	799	758	910	813	957	585	321.06	349.89
MT1025.2	MT1025.2	hypothetical protein	cholesterol:16%; zinc_limitation:12%	-0.1217	0.923414162224713	781.98	890	788	823	853	577	537.21	588.76
Rv0955	Rv0955	integral membrane protein	ctl_exponential:8%	-0.106	0.811494772323165	775.02	740	878	753	960	573	253.47	274.92
MT4019	MT4019	hypothetical protein	ctl_stationary:11%	-0.1342	0.942838543854128	814.47	642	704	679	1086	1012	93.67	103.72
