GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
Rv1065	Rv1065	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:12%	-0.0265	0.999984823487461	1378.68	1296	1366	1282	1738	1239	212.16	213.91
Rv3196A	Rv3196A	hypothetical protein	acidic:14%; ctl_exponential:12%	-0.0307	0.999992838633353	1376.32	1280	1279	1269	1779	1307	377.71	381.92
dsbF	Rv1677	lipoprotein DsbF	high_iron:9%	-0.0297	0.999980415771811	1419.06	1419	1483	1240	1769	1218	376.97	381.26
Rv1179c	Rv1179c	hypothetical protein	high_iron:8%	-0.0253	0.99999235457679	1342.95	1172	1254	1342	1800	1192	191.24	192.57
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	-0.0575	0.999999674631376	1389.58	1317	1156	1147	1862	1527	25.56	26.26
tgs4	Rv3088	diacyglycerol O-acyltransferase	hypoxia_late:13%; nutrient_limitation:10%	-0.0279	0.999991890015513	1358.24	1264	1228	1315	1757	1260	77.02	77.65
dxs1	Rv2682c	1-deoxy-D-xylulose 5-phosphate synthase	high_iron:7%	-0.0251	0.999982311790387	1366.26	1321	1360	1321	1753	1114	257.84	259.61
Rv0799c	Rv0799c	hypothetical protein	hypoxia_late:10%	-0.0257	0.999982677821906	1367.12	1228	1452	1302	1687	1195	132.9	133.84
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	-0.0255	0.999982516339925	1367.1	1232	1413	1299	1750	1177	201.33	202.86
trpT	Rvnt08	tRNA-Trp	zinc_limitation:20%; human_sputum:13%	-0.032	0.999995183684492	1356.52	1215	1185	1278	1794	1352	507.49	513.14
ppdK	Rv1127c	pyruvate, phosphate dikinase PpdK	hypoxia_late:8%	-0.0262	0.99997648009468	1388.24	1377	1488	1298	1670	1137	132.77	133.75
ptbB	Rv0153c	phosphotyrosine protein phosphatase	hypoxia_late:9%	-0.0282	0.999980509210164	1393.8	1319	1504	1261	1713	1202	148.15	149.52
Rv3618	Rv3618	monooxygenase	hypoxia_late:10%	-0.0309	0.999994509653607	1354.9	1209	1154	1267	1824	1369	40.72	41.17
fadA6	Rv3556c	acetyl-CoA acetyltransferase FadA	human_sputum:21%; hypoxia_fatty_acids:12%	-0.0271	0.999985971724309	1362.12	1302	1306	1293	1734	1205	118.28	119.3
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	-0.0319	0.999998867095987	1275.51	950	791	1304	2056	1457	22.47	22.7
Rv2997	Rv2997	dehydrogenase	hypoxia_late:31%	-0.0292	0.999990646331574	1356.1	1216	1278	1289	1732	1295	49.41	49.85
aspC	Rv0337c	aspartate aminotransferase	tyloxopol:10%	-0.0241	0.999980683676506	1353.45	1225	1402	1324	1731	1123	206.09	207.33
aspT	Rvnt12	tRNA-Asp	hypoxia_late:14%; zinc_limitation:13%; butyrate:12%; human_sputum:10%	-0.052	0.999999267346182	1374.71	1252	1151	1119	1883	1539	47.29	48.47
cfp21	Rv1984c	cutinase	tyloxopol:9%	-0.0284	0.999980266865709	1378.91	1271	1447	1251	1696	1255	156.04	157.53
vapB36	Rv1982A	antitoxin VapB36	human_sputum:22%	-0.0368	0.999996750788518	1360.07	1199	1084	1179	1960	1462	84.51	85.98
Rv0188	Rv0188	transmembrane protein	hypoxia_fatty_acids:22%; acidic:16%; cholesterol:11%	-0.0322	0.999991437948409	1366.17	1245	1253	1260	1852	1267	364.61	368.99
Rv0026	Rv0026	hypothetical protein	hypoxia_late:13%	-0.0278	0.999995918095404	1307.4	1050	1020	1326	1892	1335	57.35	57.8
Rv0361	Rv0361	membrane protein	human_sputum:14%	-0.0256	0.999989255331997	1323.33	1114	1243	1323	1741	1236	158.5	159.58
Rv2134c	Rv2134c	hypothetical protein	ctl_stationary:10%; cholesterol:10%	-0.0272	0.999974804569548	1372.19	1265	1508	1272	1697	1153	390.77	394.11
Rvns02	Rvns02	10Sa RNA	ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0296	0.999980671934162	1375.44	1325	1442	1265	1649	1217	155.51	156.99
dppD	Rv3663c	dipeptide ABC transporter ATP-binding protein DppD	hypoxia_late:13%	-0.0287	0.999989039170456	1342.1	1229	1240	1308	1736	1230	73.15	73.8
tatB	Rv1224	Sec-independent protein translocase protein TatB	PBS_RIF_DDmtb:17%; microaerophilic:10%	-0.0282	0.999987002686269	1335.01	1240	1231	1301	1742	1196	373.13	376.36
hycD	Rv0084	formate hydrogenlyase HycD	hypoxia_late:9%	-0.0312	0.999981525060996	1368.07	1292	1393	1245	1739	1203	141.34	143.03
Rv1063c	Rv1063c	NTE family protein	hypoxia_late:13%	-0.0314	0.999976850062353	1376.71	1313	1466	1232	1720	1185	132.17	133.77
carB	Rv1384	carbamoyl-phosphate synthase large subunit	hypoxia_late:13%; zinc_limitation:12%	-0.026	0.999966755899182	1360.01	1301	1475	1287	1707	1071	125.48	126.44
Rv2015c	Rv2015c	hypothetical protein	zinc_limitation:17%; hypoxia_late:12%	-0.0285	0.999988807633578	1325.61	1162	1269	1309	1745	1182	217.05	219.05
MT2370.2	MT2370.2	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%; PBS_RIF_DDmtb:10%	-0.0713	0.999999820693586	1389.45	1176	1180	986	2177	1574	12.17	12.77
rubA	Rv3251c	rubredoxin RubA	nutrient_limitation:46%; PBS_RIF_DDmtb:22%	-0.0352	0.999992523266737	1353.43	1250	1218	1239	1782	1316	327.17	331.61
MT1757	MT1757	hypothetical protein	hypoxia_late:20%	-0.0307	0.999994645140888	1302.47	1037	1098	1294	1802	1346	49.62	50.1
Rv3066	Rv3066	DeoR family transcriptional regulator	hypoxia_late:16%; PBS_RIF_DDmtb:11%	-0.0352	0.999994859478471	1325.83	1156	1057	1219	1884	1386	58.58	59.46
Rv2401	Rv2401	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0378	0.999997362895985	1320.55	1109	1008	1200	1933	1447	49.59	50.34
mbtD	Rv2381c	polyketide synthetase	low_iron:49%; hypoxia_late:11%; human_sputum:11%	-0.0291	0.999998050775188	1246.23	917	699	1320	2076	1436	17.7	17.86
senX3	Rv0490	two component sensor histidine kinase SenX3	human_sputum:9%	-0.0265	0.999962949949281	1350.78	1290	1476	1280	1685	1063	320.3	322.8
moaB2	Rv0984	pterin-4-alpha-carbinolamine dehydratase	microaerophilic:26%; ctl_stationary:11%	-0.0295	0.999960487282206	1365.1	1356	1481	1238	1701	1089	859	867.95
zwf2	Rv1447c	glucose-6-phosphate 1-dehydrogenase	human_sputum:8%	-0.0272	0.999976407123179	1325.74	1330	1211	1292	1718	1115	198.76	200.4
Rv3087	Rv3087	diacyglycerol O-acyltransferase	hypoxia_late:18%; nutrient_limitation:11%	-0.0278	0.999974074299947	1332.13	1137	1440	1246	1661	1209	84.72	85.5
ilvA	Rv1559	threonine dehydratase IlvA	zinc_limitation:9%	-0.0254	0.999966812488406	1328.11	1233	1386	1305	1703	1055	336.72	339.06
ribA1	Rv1940	riboflavin biosynthesis protein RibA	hypoxia_late:24%	-0.0433	0.999994162584261	1369.19	1224	1271	1194	1857	1349	37.69	38.41
viuB	Rv2895c	mycobactin utilization protein ViuB	hypoxia_late:9%	-0.0318	0.999977346628189	1355.23	1305	1411	1250	1689	1151	216.96	219.49
sppA	Rv0724	protease IV SppA	cholesterol:11%; zinc_limitation:10%	-0.0282	0.999963761854932	1350.42	1235	1513	1257	1710	1082	588.77	594.26
Rv0460	Rv0460	hypothetical protein	acidic_tyloxopol:9%	-0.0294	0.999970601547231	1346.77	1315	1412	1258	1629	1144	680.2	686.78
MT1070.1	MT1070.1	hypothetical protein	PBS_RIF_DDmtb:13%; ctl_stationary:12%	-0.0515	0.999999028917288	1330.36	1155	1081	1135	1830	1524	27.54	28.29
Rv3104c	Rv3104c	transmembrane protein	zinc_limitation:10%	-0.0264	0.999971802011631	1321	1178	1400	1297	1674	1093	284.12	286.26
Rv0332	Rv0332	hypothetical protein	hypoxia_fatty_acids:19%	-0.0343	0.999975309067025	1362.43	1392	1410	1227	1636	1171	140.06	141.96
Rv2690c	Rv2690c	integral membrane protein	PBS_RIF_DDmtb:20%; ctl_stationary:12%; hypoxia_late:10%	-0.0301	0.999963629043954	1355.74	1352	1455	1247	1622	1129	85.65	86.55
rplE	Rv0716	50S ribosomal protein L5	tyloxopol:10%	-0.0306	0.999971497032221	1344.5	1378	1322	1252	1700	1105	1272.94	1287.02
Rv1257c	Rv1257c	oxidoreductase	ctl_stationary:8%	-0.0291	0.999959907765598	1346.25	1323	1431	1234	1652	1121	182.75	184.64
Rv1718	Rv1718	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:10%	-0.0325	0.999995711282226	1266.23	974	961	1285	1849	1359	51.8	52.33
desA3	Rv3229c	stearoyl-CoA 9-desaturase	nutrient_limitation:25%; PBS_RIF_DDmtb:11%	-0.0328	0.99999240250221	1299.69	1164	959	1253	1904	1306	1188.15	1203.37
MT2588	MT2588	hypothetical protein	hypoxia_hypoxic:11%; human_sputum:11%; nutrient_limitation:11%	-0.0448	0.999998859350616	1273.44	1009	817	1221	1965	1506	80.26	81.84
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	-0.0324	0.999985719930202	1315.05	1227	1114	1242	1768	1269	97.65	98.92
Rv0907	Rv0907	hypothetical protein	zinc_limitation:12%	-0.0282	0.999979502779595	1302.33	1208	1205	1288	1672	1169	94.43	95.24
MT0270.2	MT0270.2	hypothetical protein	human_sputum:10%	-0.0374	0.999985418873	1335.05	1237	1229	1145	1776	1331	177.64	180.62
Rv3675	Rv3675	membrane protein	acidic:13%	-0.0307	0.999974862387379	1321.83	1150	1335	1217	1711	1231	311.98	315.73
rpmD	Rv0722	50S ribosomal protein L30	hypoxia_rar:10%; high_iron:10%	-0.0326	0.999982588544217	1315.91	1161	1260	1241	1771	1190	1241.84	1257.53
acrA1	Rv3391	acyl-CoA-reductase AcrA	hypoxia_late:17%; human_sputum:11%	-0.0325	0.999980297047431	1321.17	1276	1213	1228	1664	1250	35.95	36.4
trmU	Rv3024c	tRNA-specific 2-thiouridylase	hypoxia_late:9%	-0.0308	0.999957311290734	1335.79	1308	1418	1214	1618	1146	142.04	143.66
Rv0913c	Rv0913c	dioxygenase	hypoxia_late:10%	-0.0292	0.999971570187233	1308.35	1249	1265	1255	1616	1178	77.2	77.95
mce4B	Rv3498c	Mce family protein Mce4B	tyloxopol:8%	-0.0323	0.999955897083266	1344.82	1381	1421	1207	1638	1108	235.01	237.98
Rv0338c	Rv0338c	iron-sulfur-binding reductase	tyloxopol:10%	-0.0293	0.999943887351522	1336.71	1333	1460	1236	1646	1047	425.04	429.32
Rv2665	Rv2665	hypothetical protein	nutrient_limitation:8%	-0.0341	0.999984572852735	1309.42	1113	1214	1183	1772	1313	210.02	213.08
Rv1930c	Rv1930c	hypothetical protein	hypoxia_late:52%	-0.0479	0.9999987535288	1286.59	1070	914	1156	1905	1502	14.89	15.24
35kd_ag	Rv2744c	hypothetical protein	hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:11%	-0.0328	0.999960382147399	1333.52	1339	1416	1233	1641	1072	573.92	580.99
cobD	Rv2236c	cobalamin biosynthesis transmembrane protein CobD	hypoxia_late:31%	-0.0399	0.999985537677337	1331.87	1246	1249	1166	1716	1315	43.63	44.39
MT0291.1	MT0291.1	hypothetical protein	microaerophilic:47%; hypoxia_late:18%	-0.0517	0.999998930164387	1290.29	1071	937	1126	1821	1603	39.11	40.07
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	-0.0311	0.999967937951875	1310.88	1279	1340	1259	1589	1110	159.43	161.14
fadE30	Rv3560c	acyl-CoA dehydrogenase FadE30	human_sputum:43%; hypoxia_late:21%	-0.0349	0.999993897258805	1259.82	961	1009	1244	1803	1367	30.33	30.72
mcr15	Rvnc0011	putative small regulatory RNA	human_sputum:12%	-0.0382	0.999978198135713	1332.63	1275	1313	1153	1686	1265	180.43	183.42
Rv2345	Rv2345	transmembrane protein	butyrate_plus_glucose:8%	-0.0304	0.999948132114264	1325.06	1294	1438	1230	1644	1056	258.81	261.64
clpC1	Rv3596c	ATP-dependent protease ATP-binding subunit ClpC	zinc_limitation:13%	-0.0275	0.999942442069019	1310.32	1283	1389	1263	1623	1029	1013.64	1022.22
clpS	Rv1331	ATP-dependent Clp protease adapter protein ClpS	cholesterol:13%; acidic:12%	-0.0325	0.999964402188508	1312.92	1222	1368	1222	1676	1111	927.16	938.77
fadE18	Rv1933c	acyl-CoA dehydrogenase FadE18	hypoxia_late:12%	-0.0336	0.999972779272329	1306.11	1123	1341	1215	1740	1156	282.56	286.34
Rv1279	Rv1279	GMC-type oxidoreductase	zinc_limitation:15%	-0.0349	0.999956645121616	1331.51	1410	1414	1231	1576	1057	259.46	263.04
rpsF	Rv0053	30S ribosomal protein S6	hypoxia_rar:12%; hypoxia_hypoxic:11%	-0.0397	0.99998091087763	1320.56	1349	1242	1190	1651	1197	276.59	281.45
Rv3723	Rv3723	transmembrane protein	microaerophilic:9%	-0.0294	0.999955673900159	1290.28	1159	1350	1235	1658	1086	457.34	462.11
Rv0492A	Rv0492A	hypothetical protein	hypoxia_late:18%	-0.0479	0.999993119631304	1321.87	1194	1200	1092	1816	1364	58.13	59.54
hemL	Rv0524	glutamate-1-semialdehyde 2,1-aminomutase	high_iron:9%	-0.0335	0.999946146788579	1322.8	1309	1445	1199	1627	1069	501.37	508.02
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	-0.029	0.999952917860329	1284.78	1196	1304	1249	1648	1062	681.91	688.67
moaD2	Rv0868c	cyclic pyranopterin monophosphate synthase	human_sputum:9%	-0.0373	0.99998350042545	1283.55	1066	1197	1163	1754	1289	174.27	177.09
moeB1	Rv3206c	adenylyltransferase/sulfurtransferase	hypoxia_fatty_acids:15%	-0.0304	0.999943992921347	1302.22	1288	1363	1243	1607	1042	301.72	304.92
fadB2	Rv0468	3-hydroxybutyryl-CoA dehydrogenase	nutrient_limitation:29%	-0.0329	0.999952060355978	1303.17	1247	1378	1193	1595	1128	156.9	158.9
blaR	Rv1845c	sensor-transducer protein BlaR	hypoxia_fatty_acids:8%	-0.0399	0.99997116510521	1320.59	1244	1351	1158	1722	1166	354.81	361.4
Rv1152	Rv1152	transcriptional regulator	hypoxia_fatty_acids:17%	-0.0356	0.999965741722639	1296.76	1179	1362	1189	1617	1164	299.4	303.78
mazF3	Rv1102c	mRNA interferase MazF3	tyloxopol:11%	-0.0367	0.999981723697251	1265.99	1094	1107	1175	1727	1276	157.23	159.67
Rv3015c	Rv3015c	hypothetical protein	hypoxia_late:29%	-0.0396	0.999970845934168	1306.26	1255	1324	1170	1603	1201	64.41	65.5
tpx	Rv1932	thiol peroxidase	ctl_exponential:13%	-0.0379	0.999969130632175	1291.89	1177	1298	1185	1709	1130	1102.49	1120.69
rpsN1	Rv0717	30S ribosomal protein S14	human_sputum:18%; hypoxia_rar:12%	-0.0348	0.999952231495781	1300.18	1284	1334	1187	1624	1101	1267.52	1285.79
Rv2367c	Rv2367c	endoribonuclease	INDIGO_exponential:9%	-0.0333	0.999967206829815	1265.13	1257	1105	1229	1599	1163	203.24	205.8
Rv0811c	Rv0811c	hypothetical protein	zinc_limitation:9%	-0.0321	0.999937350875372	1290.51	1239	1409	1195	1542	1092	144.32	146.05
lprG	Rv1411c	lipoprotein LprG	zinc_limitation:10%	-0.0307	0.999931883833299	1287.43	1293	1312	1223	1604	1037	656.41	663.72
lppW	Rv2905	lipoprotein LppW	tyloxopol:10%	-0.0337	0.999946665451382	1287.37	1273	1347	1226	1583	1038	477.99	484.13
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	-0.0313	0.999963434592607	1250.94	1090	1175	1220	1637	1167	182.51	184.75
sepF	Rv2147c	cell division protein SepF	tyloxopol:11%; high_iron:10%	-0.0402	0.999952731650453	1317.47	1417	1454	1192	1510	1045	1141.04	1160.8
ileS	Rv1536	isoleucine--tRNA ligase	acidic:20%; PBS_RIF_DDmtb:17%; acidic_tyloxopol:13%; nutrient_limitation:10%	-0.0311	0.999944115047957	1257.97	1291	1148	1248	1606	1032	150.6	152.27
kgtP	Rv3476c	dicarboxylic acid transport membrane protein kgtP	hypoxia_late:14%	-0.0418	0.999971995345649	1292.78	1328	1268	1164	1532	1188	40.17	40.92
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	-0.0518	0.99999793342663	1255.45	1118	870	1143	1784	1458	47.1	48.28
Rv0373c	Rv0373c	carbon monoxyde dehydrogenase large subunit	hypoxia_late:32%; ctl_stationary:13%	-0.0406	0.999988754919323	1248.36	1096	1018	1211	1695	1273	19.19	19.52
Rv3712	Rv3712	ligase	hypoxia_late:27%	-0.0393	0.99996361215253	1285.79	1234	1318	1172	1556	1168	61.19	62.21
Rv2536	Rv2536	transmembrane protein	human_sputum:8%	-0.0338	0.999946101557162	1271.26	1183	1317	1188	1600	1097	313.97	318.29
Rv0897c	Rv0897c	oxidoreductase	hypoxia_late:10%	-0.0317	0.999939340533069	1262.01	1119	1374	1197	1543	1104	85.93	86.92
canB	Rv3588c	carbonic anhydrase	zinc_limitation:19%; human_sputum:10%	-0.0373	0.999976120657457	1251.38	1191	1058	1216	1659	1172	141.4	143.5
metV	Rvnt24	tRNA-Met	tyloxopol:21%; hypoxia_late:12%	-0.0631	0.999998773866567	1279.19	1120	1003	1085	1767	1499	49.42	50.96
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	-0.0358	0.999945969388812	1282.08	1324	1303	1186	1513	1103	221.44	224.67
MT3984	MT3984	hypothetical protein	microaerophilic:10%	-0.0397	0.999963762210716	1279.34	1174	1314	1113	1633	1194	519.94	528.95
Rv2477c	Rv2477c	macrolide ABC transporter ATP-binding protein	zinc_limitation:14%	-0.0305	0.99991500974749	1266	1263	1316	1237	1573	977	424.68	429.15
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	-0.0392	0.999986558780148	1217.7	966	1007	1198	1683	1298	29.42	29.9
Rv1754c	Rv1754c	hypothetical protein	hypoxia_late:15%; tyloxopol:14%; ctl_stationary:11%	-0.0316	0.999933560656687	1257.35	1221	1275	1210	1522	1079	98.13	99.27
dinP	Rv3056	DNA polymerase IV 2	hypoxia_late:13%	-0.04	0.999986787090934	1231.11	1058	955	1182	1735	1294	40.39	41.09
Rv0299	Rv0299	toxin	tyloxopol:10%	-0.032	0.99993365629216	1254.76	1130	1343	1201	1559	1070	727.15	735.96
Rv1159A	Rv1159A	pterin-4-alpha-carbinolamine dehydratase	cholesterol:13%; acidic:10%	-0.0369	0.999965544050356	1249.03	1089	1192	1154	1639	1206	309.79	314.92
Rv0906	Rv0906	hypothetical protein	zinc_limitation:14%	-0.0367	0.999967655263967	1245.38	1144	1163	1208	1611	1131	157.87	160.32
Rv3263	Rv3263	DNA methylase	hypoxia_late:12%; human_sputum:11%	-0.0425	0.999980935449731	1258.79	1167	1206	1206	1579	1159	54.82	55.86
amiB2	Rv1263	amidase AmiB	hypoxia_late:24%; ctl_stationary:12%	-0.0415	0.999969697395135	1271.38	1253	1234	1138	1535	1214	34.69	35.31
Rv2136c	Rv2136c	undecaprenyl-diphosphatase	acidic_tyloxopol:11%; butyrate_plus_glucose:11%	-0.0332	0.999946503577878	1246.85	1289	1124	1224	1539	1083	207.19	209.78
Rv0038	Rv0038	hypothetical protein	microaerophilic:8%	-0.0353	0.999926768080766	1282.92	1297	1385	1184	1538	1039	425.44	431.46
Rv1700	Rv1700	NUDIX hydrolase	acidic:9%	-0.0345	0.999922306337627	1278.32	1329	1354	1191	1502	1040	364.33	369.26
lppC	Rv1911c	lipoprotein LppC	acidic_tyloxopol:10%	-0.0375	0.999942938672411	1266.4	1260	1294	1167	1534	1098	236.11	239.89
Rv3837c	Rv3837c	phosphoglycerate mutase	hypoxia_fatty_acids:15%; ctl_stationary:14%; microaerophilic:10%	-0.035	0.999927076105469	1267.22	1187	1388	1173	1551	1066	328.88	333.59
fadE29	Rv3543c	acyl-CoA dehydrogenase FadE29	hypoxia_fatty_acids:20%; human_sputum:11%; hypoxia_late:10%	-0.0373	0.999980384591837	1206.53	1007	978	1203	1660	1242	50.79	51.55
Rv1667c	Rv1667c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.0469	0.999982475581531	1260.78	1149	1094	1039	1749	1333	45.61	46.76
htdZ	Rv0130	3-hydroxyl-thioester dehydratase	hypoxia_late:16%	-0.0436	0.999978936812409	1253.07	1126	1160	1106	1630	1278	75.6	77.04
Rv3813c	Rv3813c	hypothetical protein	hypoxia_late:11%	-0.0341	0.999943221015761	1239.82	1145	1277	1205	1496	1095	160.7	162.78
Rv0387c	Rv0387c	conserved hypothetical protein	hypoxia_late:29%	-0.0474	0.999979717879981	1268.47	1182	1212	1091	1631	1258	47.51	48.59
lipC	Rv0220	esterase LipC	high_iron:8%	-0.0323	0.999915040313394	1241.95	1166	1308	1213	1552	1003	644.12	651.84
Rv1342c	Rv1342c	hypothetical protein	low_iron:27%	-0.0424	0.999980733015994	1225.31	1036	1111	1152	1628	1240	118.02	120.26
MT2326	MT2326	hypothetical protein	hypoxia_late:11%	-0.0561	0.999997682498211	1224.84	1000	897	979	1907	1479	50.7	52.25
Rv1744c	Rv1744c	membrane protein	hypoxia_late:15%; human_sputum:13%	-0.0411	0.999952639447575	1251.55	1165	1288	1107	1570	1154	179.36	182.71
aroD	Rv2537c	3-dehydroquinate dehydratase	low_iron:8%	-0.0384	0.999956798902223	1211.95	1141	1043	1144	1597	1170	230.2	234.31
coaE	Rv1631	dephospho-CoA kinase CoaE	high_iron:9%	-0.0337	0.999913741021274	1228.56	1218	1207	1209	1527	1009	497.25	503.73
Rv3354	Rv3354	hypothetical protein	butyrate:22%	-0.0489	0.99998654748561	1234.54	1095	1002	1032	1764	1355	62.91	64.57
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	-0.0349	0.999896055111271	1248.41	1266	1329	1171	1468	1030	143.79	145.79
metA	Rv3341	homoserine O-acetyltransferase	acidic_tyloxopol:22%; microaerophilic:11%	-0.0399	0.999924519023081	1261.99	1287	1315	1098	1520	1113	106.91	108.91
Rv2844	Rv2844	hypothetical protein	tyloxopol:10%	-0.0453	0.999967399638559	1244.98	1212	1204	1140	1572	1122	209.3	213.81
Rv0515	Rv0515	hypothetical protein	zinc_limitation:11%	-0.0339	0.999886738977801	1236.83	1195	1323	1180	1524	993	267.44	270.95
Rv0074	Rv0074	hypothetical protein	acidic:11%; hypoxia_late:10%	-0.0325	0.999909936181487	1209.57	1105	1237	1212	1511	1011	231.32	234.08
htpX	Rv0563	protease HtpX	hypoxia_fatty_acids:23%; ctl_stationary:10%	-0.0346	0.9999206102436	1214.03	1147	1251	1204	1451	1036	208.32	211.07
fadD32	Rv3801c	long-chain-fatty-acid--AMP ligase FadD32	low_iron:9%	-0.0343	0.999877511920666	1242.41	1185	1381	1160	1525	995	805.09	815.97
rplI	Rv0056	50S ribosomal protein L9	zinc_limitation:16%	-0.0382	0.999900034374825	1252.42	1303	1302	1159	1519	1008	879.52	893.64
cyp135B1	Rv0568	cytochrome P450 Cyp135B1	hypoxia_hypoxic:8%	-0.039	0.99991855390484	1239.54	1236	1291	1155	1523	1020	293.46	298.44
pknF	Rv1746	serine/threonine-protein kinase PknF	hypoxia_late:14%	-0.038	0.999914760355741	1215.11	1148	1290	1146	1441	1068	90.54	92.01
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	-0.0384	0.999904287256979	1227.11	1220	1287	1142	1478	1031	233.76	237.68
rpsK	Rv3459c	30S ribosomal protein S11	hypoxia_rar:9%	-0.0345	0.999891942644349	1204.08	1268	1110	1202	1501	971	1240.75	1257.34
PE_PGRS2	Rv0124	PE-PGRS family protein PE_PGRS2	hypoxia_late:43%	-0.0485	0.999973381402814	1213.74	1068	1157	1073	1584	1221	23.14	23.7
Rv2365c	Rv2365c	hypothetical protein	hypoxia_late:16%	-0.0464	0.999970414585283	1198.65	1122	1053	1123	1541	1183	150.88	154.16
rplW	Rv0703	50S ribosomal protein L23	hypoxia_rar:10%	-0.0354	0.999869421565289	1214.8	1295	1220	1181	1458	949	1944.86	1972.34
PE5	Rv0285	PE family protein PE5	microaerophilic:49%	-0.0405	0.999922064376614	1218.07	1101	1289	1116	1558	1059	840.87	856.41
Rv1567c	Rv1567c	membrane protein	hypoxia_late:9%	-0.0561	0.999994309241413	1188.84	969	812	985	1923	1409	42.01	43.45
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	-0.0481	0.999984761936847	1178.16	971	973	1125	1596	1280	37.75	38.59
wbbL1	Rv3265c	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	human_sputum:9%	-0.0404	0.999905523167623	1225.86	1248	1284	1128	1455	1035	188.26	191.62
Rv2656c	Rv2656c	prophage protein	hypoxia_hypoxic:8%	-0.0434	0.999931738563461	1224.57	1201	1259	1068	1500	1117	191.12	195.05
Rv2237	Rv2237	hypothetical protein	acidic_tyloxopol:10%	-0.0398	0.999926971825496	1191.27	1088	1174	1090	1495	1132	112	114.04
Rv0078	Rv0078	transcriptional regulator	hypoxia_late:19%	-0.0491	0.999987459531246	1165.06	999	832	1122	1650	1303	47.03	48.11
idsA2	Rv2173	geranylgeranyl pyrophosphate synthetase IdsA	zinc_limitation:10%	-0.0372	0.999913713243828	1184.9	1085	1199	1151	1429	1077	114.46	116.25
Rv1904	Rv1904	hypothetical protein	acidic_tyloxopol:15%; acidic:11%	-0.0387	0.99993450170196	1174.51	1117	1014	1148	1529	1096	326.81	332.48
cbs	Rv1077	cystathionine beta-synthase	PBS_RIF_DDmtb:9%	-0.0369	0.999857125458494	1207.77	1135	1349	1136	1482	970	344.66	349.96
oppA	Rv1280c	oligopeptide ABC transporter substrate-binding lipoprotein OppA	human_sputum:10%	-0.0347	0.999863544290584	1188.4	1062	1292	1141	1477	1000	174.55	176.99
Rv0079	Rv0079	hypothetical protein	hypoxia_fatty_acids:18%; cholesterol:10%	-0.0398	0.999892054082041	1207.36	1214	1267	1169	1423	985	524.83	533.75
Rv1906c	Rv1906c	hypothetical protein	human_sputum:9%	-0.0383	0.999927387469002	1167.67	1112	1030	1176	1479	1067	336.63	342.19
Rv1264	Rv1264	adenylyl cyclase	high_iron:8%	-0.0351	0.999883601902964	1183.36	1054	1230	1149	1491	1021	243.19	246.7
Rv2263	Rv2263	oxidoreductase	hypoxia_late:19%	-0.0464	0.999943341625432	1209.47	1230	1165	1060	1448	1161	52.19	53.34
Rv0336	Rv0336	hypothetical protein	zinc_limitation:11%	-0.0353	0.999866605205118	1187.61	1077	1286	1168	1475	964	255.23	258.83
pks5	Rv1527c	polyketide synthase	hypoxia_late:18%	-0.0384	0.999876646314766	1197.76	1143	1273	1157	1462	980	78.38	79.66
Rv2762c	Rv2762c	hypothetical protein	hypoxia_late:22%	-0.0429	0.999950986027555	1182.37	1052	1153	1120	1472	1136	155.9	158.88
aldC	Rv2858c	aldehyde dehydrogenase AldC	hypoxia_late:11%	-0.0381	0.999872951926212	1192.15	1188	1238	1178	1398	978	190.9	193.91
Rv2721c	Rv2721c	hypothetical protein	tyloxopol:10%	-0.0346	0.999837854019184	1188.74	1069	1353	1150	1470	940	583.35	591.28
