GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_DMSO_RIF
Rv1869c	Rv1869c	reductase	INDIGO_exponential:13%; nutrient_limitation:10%	-0.0725	0.998101825513845	794.67	954	847	848	782	570	585.67	615.38
prfB	Rv3105c	peptide chain release factor PrfB	zinc_limitation:9%	-0.0645	0.996957642508704	762.26	726	863	823	776	634	185.69	193.97
Rv3195	Rv3195	hypothetical protein	hypoxia_late:20%; PBS_RIF_DDmtb:15%; nutrient_limitation:12%; ctl_stationary:10%	-0.0763	0.999019347312417	766.14	847	694	631	798	875	26.31	27.76
lprG	Rv1411c	lipoprotein LprG	zinc_limitation:10%	-0.0598	0.993949361132904	749.95	708	938	765	787	575	614.86	639.88
Rv2729c	Rv2729c	integral membrane protein	microaerophilic:17%; hypoxia_fatty_acids:11%	-0.0748	0.998815967861697	768.32	741	745	733	835	790	99.69	105.21
iscS	Rv3025c	cysteine desulfurase	zinc_limitation:10%	-0.0596	0.993603160311256	752.16	685	963	704	806	625	256.37	266.84
rnc	Rv2925c	ribonuclease III	microaerophilic:9%	-0.0592	0.992989733375312	752.72	674	1012	691	802	615	428.38	445.92
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	-0.0765	0.998697614776815	779.29	891	763	826	779	648	256.57	270.55
dinP	Rv3056	DNA polymerase IV 2	hypoxia_late:13%	-0.0779	0.999067381225698	764.23	703	695	813	811	804	44.53	46.97
eccE5	Rv1797	ESX-5 type VII secretion system protein EccE	acidic:8%	-0.0759	0.998611717762562	776.38	862	793	882	799	568	787.29	829.01
Rv0487	Rv0487	hypothetical protein	hypoxia_late:10%	-0.0751	0.998578286464327	774.45	737	766	790	831	750	204.98	216.1
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	-0.0818	0.999342238504063	760.37	691	669	807	792	851	37.33	39.47
guaA	Rv3396c	GMP synthase	high_iron:9%	-0.0579	0.992172420740282	741.85	690	983	703	795	569	280.05	291.17
Rv1578c	Rv1578c	phage protein	hypoxia_late:17%; hypoxia_fatty_acids:12%; microaerophilic:10%	-0.0771	0.998962617589474	762.16	609	712	612	899	1021	55.54	58.63
recG	Rv2973c	ATP-dependent DNA helicase RecG	hypoxia_late:23%	-0.0691	0.997571173215554	748.47	718	846	695	767	721	59.51	62.51
gcvB	Rv1832	glycine dehydrogenase	PBS_RIF_DDmtb:10%	-0.0625	0.993669073609018	750.57	687	969	778	790	559	238.98	249.31
nuoE	Rv3149	NADH-quinone oxidoreductase subunit E	high_iron:15%; butyrate_plus_glucose:12%	-0.0573	0.990404344748229	732.64	711	1027	578	817	576	633.86	658.73
MT2361.1	MT2361.1	hypothetical protein	hypoxia_late:36%; ctl_stationary:15%; PBS_RIF_DDmtb:15%	-0.1942	0.999973274697809	772.12	799	260	726	1124	1161	6.19	7.53
eccA3	Rv0282	ESX-3 secretion system protein EccA	microaerophilic:43%; zinc_limitation:17%	-0.0605	0.99101766367265	748.66	682	1032	777	773	524	749.34	780.51
Rv0822c	Rv0822c	hypothetical protein	PBS_RIF_DDmtb:12%; low_iron:11%	-0.0781	0.997885239869243	800.25	1073	914	816	723	529	277.52	292.82
Rv3224A	Rv3224A	conserved hypothetical protein	tyloxopol:11%; high_iron:11%	-0.0721	0.998309669604727	743.97	695	703	896	759	677	602.45	632.26
vapB46	Rv3385c	antitoxin VapB46	cholesterol:8%	-0.0789	0.99882812941775	765.83	753	796	836	775	674	319.73	337.82
Rv3789	Rv3789	GtrA family protein	hypoxia_late:10%	-0.0966	0.999691803533384	765.63	776	571	817	825	858	53.04	56.75
oppD	Rv1281c	oligopeptide ABC transporter ATP-binding protein OppD	hypoxia_late:11%	-0.0743	0.998643741137909	742.09	850	633	930	737	588	90.05	94.67
Rv2331A	Rv2331A	hypothetical protein	nutrient_limitation:18%	-0.0907	0.999540107775188	754.36	744	555	589	980	956	67.98	72.81
Rv1725c	Rv1725c	hypothetical protein	hypoxia_late:13%; hypoxia_fatty_acids:10%	-0.0943	0.999594687319674	763.17	714	497	661	998	1012	32.88	35.46
pyrE	Rv0382c	orotate phosphoribosyltransferase	PBS_RIF_DDmtb:12%	-0.0673	0.995836044733575	746.05	661	896	713	771	700	297.74	311.92
Rv3137	Rv3137	histidinol-phosphatase	acidic:19%; zinc_limitation:17%; PBS_RIF_DDmtb:11%	-0.0675	0.997444730870365	725.25	778	740	829	713	579	294.35	308.01
eccCb1	Rv3871	ESX-1 secretion system protein EccCb	microaerophilic:10%	-0.0734	0.997689427556624	754.34	758	841	869	774	552	551.32	579.54
ephF	Rv0134	epoxide hydrolase EphF	INDIGO_exponential:9%	-0.0706	0.99748441202062	744.74	769	869	782	726	592	298.49	313.48
dppA	Rv3666c	dipeptide ABC transporter substrate-binding lipoprotein DppA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.0869	0.999107139043464	771.24	993	652	862	714	662	32.87	34.89
moaA2	Rv0869c	molybdenum cofactor biosynthesis protein MoaA	cholesterol:12%	-0.0678	0.996650258508955	732.88	782	879	764	715	546	307.34	321.84
rpsN1	Rv0717	30S ribosomal protein S14	human_sputum:18%; hypoxia_rar:12%	-0.0687	0.997253531400371	724.79	787	786	791	688	584	991.54	1037.91
MT3949	MT3949	fragment of putative small regulatory RNA	butyrate:21%; cholesterol:21%	-0.072	0.997721186436486	733.79	724	789	699	758	701	1383.49	1455.02
Rv0530	Rv0530	hypothetical protein	zinc_limitation:12%	-0.0615	0.992198052681375	727.32	677	949	767	755	522	491.04	511.76
Rv2851c	Rv2851c	GCN5-like N-acetyltransferase	microaerophilic:23%	-0.0785	0.998596720524222	756.78	816	721	776	794	681	342.27	361.95
Rv2013	Rv2013	transposase	hypoxia_late:48%	-0.0948	0.999628732485982	743.83	664	543	647	920	994	25.07	26.84
Rv3074	Rv3074	hypothetical protein	zinc_limitation:24%; hypoxia_late:11%	-0.068	0.996433901849383	722.86	783	858	771	701	525	260.2	272.55
pitA	Rv0545c	low-affinity inorganic phosphate transporter	high_iron:12%	-0.0666	0.995404609332101	719.02	793	909	743	711	477	1402.39	1466.74
hemD	Rv0511	uroporphyrin-III C-methyltransferase	high_iron:11%	-0.0615	0.989750600337471	726.97	678	1000	755	746	500	969.52	1010.4
Rv3836	Rv3836	hypothetical protein	PBS_RIF_DDmtb:12%; ctl_stationary:11%	-0.0887	0.999358034888847	742.39	735	599	692	861	841	99.36	105.99
Rv1272c	Rv1272c	drug ABC transporter ATP-binding protein	INDIGO_exponential:8%	-0.0729	0.997681449071955	727.89	771	810	759	710	599	106.68	112.26
Rv2253	Rv2253	hypothetical protein	PBS_RIF_DDmtb:21%; human_sputum:15%; ctl_stationary:14%; hypoxia_late:11%	-0.1039	0.999718206615595	746.7	723	576	524	1032	944	16.86	18.23
Rv0209	Rv0209	hypothetical protein	hypoxia_late:23%	-0.0836	0.998981574898526	732.06	754	621	629	853	819	47.71	50.79
ccdA	Rv0527	cytochrome C-type biogenesis protein CcdA	high_iron:13%; ctl_exponential:12%; hypoxia_late:11%	-0.0703	0.996906510677638	722.05	760	852	751	722	544	612.82	642.93
echA9	Rv1071c	enoyl-CoA hydratase EchA9	tyloxopol:10%	-0.0699	0.997112959934527	709.92	686	749	810	671	640	114.2	119.66
MT1488	MT1488	hypothetical protein	tyloxopol:9%	-0.0956	0.999486571252836	750.16	801	612	636	860	862	167.92	179.57
Rv3243c	Rv3243c	hypothetical protein	PBS_RIF_DDmtb:12%	-0.0693	0.995687499873795	718.82	619	781	678	769	754	106.96	112.1
Rv3015c	Rv3015c	hypothetical protein	hypoxia_late:29%	-0.0821	0.998761353861247	733.5	755	738	734	703	738	51.39	54.36
oplA	Rv0266c	5-oxoprolinase OplA	hypoxia_late:17%; PBS_RIF_DDmtb:11%	-0.0658	0.993692186384149	716.06	643	880	741	719	612	45.05	47.14
PE14	Rv1214c	PE family protein PE14	hypoxia_late:14%	-0.0951	0.999468094572581	748.11	808	588	800	721	838	75.08	79.99
MT3103	MT3103	hypothetical protein	hypoxia_late:32%	-0.1447	0.999877584289999	785.29	858	528	696	930	959	23.28	25.96
pknF	Rv1746	serine/threonine-protein kinase PknF	hypoxia_late:14%	-0.07	0.99527458362146	723.56	625	833	745	738	685	79.68	83.6
idsA2	Rv2173	geranylgeranyl pyrophosphate synthetase IdsA	zinc_limitation:10%	-0.0758	0.99749198731081	729.1	680	811	711	745	702	105.61	111.52
Rv2133c	Rv2133c	hypothetical protein	ctl_stationary:11%	-0.0642	0.992293790809007	700.51	622	874	598	736	689	172.96	180.63
Rv2025c	Rv2025c	cation efflux system protein	butyrate:26%; ctl_stationary:17%; hypoxia_late:16%; hypoxia_fatty_acids:12%	-0.105	0.999467358296056	767.11	819	719	728	796	776	22.83	24.67
Rv2206	Rv2206	transmembrane protein	hypoxia_rar:10%	-0.0753	0.99768141041373	715.07	873	690	861	656	526	302.84	318.51
vapC37	Rv2103c	ribonuclease VapC37	INDIGO_exponential:11%	-0.0754	0.99790758363989	702.21	693	727	689	732	671	240.96	253.92
coaE	Rv1631	dephospho-CoA kinase CoaE	high_iron:9%	-0.0663	0.992919428407439	701.92	671	871	758	728	508	668.71	699.38
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	-0.071	0.996992879208405	696.29	709	680	883	716	518	430.25	451.28
proB	Rv2439c	glutamate 5-kinase protein	hypoxia_late:18%	-0.0715	0.994598265217174	721.59	629	809	769	749	660	157.51	165.62
mapB	Rv2861c	methionine aminopeptidase	INDIGO_exponential:12%	-0.0689	0.995331544628771	693.28	821	799	735	667	475	418.75	438.71
Rv0471c	Rv0471c	hypothetical protein	hypoxia_late:8%	-0.0936	0.999325591614474	718.64	809	517	797	750	742	76.32	81.38
Rv0026	Rv0026	hypothetical protein	hypoxia_late:13%	-0.0771	0.998088480678756	698.87	705	692	720	712	666	60.02	63.28
secA2	Rv1821	protein translocase subunit SecA	zinc_limitation:10%	-0.0604	0.984684742827517	676.97	657	955	613	733	472	334.12	347.99
eccB3	Rv0283	ESX-3 secretion system protein EccB3	microaerophilic:45%; zinc_limitation:15%	-0.0704	0.994868719357764	683.76	759	862	719	666	450	644.15	675.58
Rv0395	Rv0395	hypothetical protein	hypoxia_late:55%; ctl_stationary:11%	-0.1715	0.999849553001112	779.42	893	592	721	808	906	5.54	6.38
Rv0316	Rv0316	muconolactone isomerase	hypoxia_late:11%; tyloxopol:10%	-0.0683	0.993407013043646	682.55	617	792	702	687	622	223.75	234.32
uvrA	Rv1638	excinuclease ABC subunit UvrA	zinc_limitation:16%	-0.0624	0.986585821761191	677.37	646	929	638	729	483	210.28	219.34
MT2015.2	MT2015.2	hypothetical protein	hypoxia_late:19%; ctl_stationary:16%; low_iron:12%	-0.1538	0.999911551906156	705.35	712	324	544	979	1122	6.34	7.22
vapB2	Rv0300	antitoxin VapB2	INDIGO_exponential:10%	-0.0714	0.995210872573989	683.39	638	779	675	699	631	603.35	633.5
folP2	Rv1207	dihydropteroate synthase	hypoxia_late:12%	-0.0654	0.990479637230376	676.8	610	824	666	689	606	182.09	190.31
Rv2438A	Rv2438A	hypothetical protein	hypoxia_late:15%; PBS_RIF_DDmtb:14%	-0.0949	0.999333067688128	702.19	649	538	637	820	897	64.64	69
MT2369	MT2369	hypothetical protein	hypoxia_late:43%	-0.1823	0.999881984707631	762.25	1003	440	454	1006	1048	14.17	16.4
relJ	Rv3357	antitoxin RelJ	hypoxia_late:28%; ctl_stationary:13%	-0.1389	0.999835547646601	734.81	806	441	671	858	958	15.26	16.94
eccC3	Rv0284	ESX-3 secretion system protein EccC3	microaerophilic:32%; zinc_limitation:13%; low_iron:11%	-0.0613	0.983106275559604	671.85	655	952	662	702	438	384.35	400.52
Rv1734c	Rv1734c	hypothetical protein	nutrient_limitation:49%; cholesterol:21%	-0.0838	0.997957342975536	709.73	640	615	834	768	703	269.14	284.82
MT1490	MT1490	hypothetical protein	hypoxia_late:38%; PBS_RIF_DDmtb:12%	-0.163	0.99987515371378	748.04	851	395	582	1100	925	14.14	16.23
Rv1465	Rv1465	nitrogen fixation related protein	zinc_limitation:22%; low_iron:21%	-0.086	0.998108052557944	716.1	698	676	808	766	639	240.79	255.72
Rv1154c	Rv1154c	hypothetical protein	ctl_stationary:9%	-0.0967	0.999337865964069	702.24	748	531	712	753	783	41.59	44.54
Rv0953c	Rv0953c	oxidoreductase	hypoxia_late:26%; human_sputum:12%; ctl_stationary:11%	-0.1039	0.999515734109807	706.42	728	524	706	763	831	18.35	19.78
Rv1973	Rv1973	Mce associated membrane protein	hypoxia_late:40%; ctl_stationary:12%	-0.1403	0.99985529299124	721.32	719	365	570	1065	1015	9.89	11.24
hflX	Rv2725c	GTP-binding protein HflX	zinc_limitation:9%	-0.0634	0.985904176119782	668.04	631	924	618	720	485	341.23	356.13
mftF	Rv0696	mycofactocin biosynthesis glycosyltransferase MftF	acidic:16%; acidic_tyloxopol:14%	-0.0866	0.997959491572772	712.08	848	757	789	681	511	289.12	306.92
Rv3178	Rv3178	nitroreductase	hypoxia_late:31%; ctl_stationary:13%	-0.1456	0.999879999332911	707.2	763	348	406	1130	1084	8	9.13
MT2364.1	MT2364.1	hypothetical protein	ctl_stationary:8%	-0.2335	0.999708476499753	828.73	1148	912	480	839	840	24.32	29.18
TB22.2	Rv3036c	hypothetical protein	hypoxia_late:10%	-0.075	0.995879113788323	678.12	576	700	641	707	775	88.53	93.11
rpiB	Rv2465c	ribose-5-phosphate isomerase B	hypoxia_hypoxic:9%	-0.077	0.997509711658584	667.4	675	699	581	708	678	165.32	174.39
Rv2705c	Rv2705c	hypothetical protein	human_sputum:11%	-0.0898	0.99882479555283	693.16	615	569	655	822	825	90.1	96.14
Rv1473A	Rv1473A	transcriptional regulator	PBS_RIF_DDmtb:10%	-0.0866	0.998546320803448	684.81	520	574	482	954	976	91.9	97.66
leuX	Rvnt17	tRNA-Leu	hypoxia_late:13%; tyloxopol:11%	-0.125	0.999812846115379	691.38	736	339	498	975	1049	47.21	51.55
Rv1682	Rv1682	hypothetical protein	nutrient_limitation:19%; PBS_RIF_DDmtb:11%	-0.0873	0.998720750300293	683.37	757	575	645	673	777	39.35	41.78
crcB	Rv3069	fluoride ion transporter CrcB	ctl_stationary:10%	-0.1023	0.999370548671766	700.06	666	460	580	909	949	55.6	60.25
sigI	Rv1189	ECF RNA polymerase sigma factor SigI	hypoxia_late:18%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.1071	0.999481946005171	702.46	648	594	549	887	869	16.92	18.43
MT0726	MT0726	hypothetical protein	hypoxia_late:27%	-0.1039	0.999011709544511	733.31	662	511	831	868	828	34.94	37.7
Rv2840c	Rv2840c	hypothetical protein	human_sputum:18%; ctl_exponential:11%	-0.0678	0.988956898507784	667.62	624	839	754	684	468	1849.33	1935.81
cysM	Rv1336	O-phosphoserine sulfhydrylase	human_sputum:9%	-0.068	0.986851324954086	672.8	585	866	707	697	533	336.46	352.49
ackA	Rv0409	acetate kinase	zinc_limitation:8%	-0.0781	0.996312463953552	678.83	650	718	738	696	597	147.83	156.19
folE	Rv3609c	GTP cyclohydrolase I	microaerophilic:24%; PBS_RIF_DDmtb:11%	-0.0855	0.998020752399024	679.48	829	629	784	655	523	278.9	295.68
MT2370.1	MT2370.1	hypothetical protein	hypoxia_late:42%; ctl_stationary:14%	-0.3192	0.999911854750832	734.9	1070	311	388	997	1151	2.34	3.62
Rv3421c	Rv3421c	hypothetical protein	hypoxia_late:17%	-0.0708	0.991004108930382	670.29	592	803	664	700	603	291.52	306.14
adhE1	Rv0162c	zinc-type alcohol dehydrogenase subunit E	hypoxia_late:22%	-0.0895	0.998338565190214	687.16	627	682	708	691	730	36.53	38.91
qcrC	Rv2194	ubiquinol-cytochrome C reductase cytochrome subunit C	tyloxopol:12%; INDIGO_exponential:11%	-0.0629	0.979660115974473	640.77	636	918	572	693	433	923.02	962.89
rhlE	Rv3211	ATP-dependent RNA helicase RhlE	hypoxia_hypoxic:10%	-0.1003	0.999157192629713	697.49	765	550	793	588	814	822.97	881.01
Rv1545	Rv1545	hypothetical protein	butyrate_plus_glucose:9%	-0.0769	0.995620600913263	661.77	565	714	563	739	741	302.63	319.17
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	-0.0698	0.990180843148758	658.38	608	816	657	660	564	201.17	210.91
Rv1828	Rv1828	HTH-type transcriptional regulator	butyrate_plus_glucose:8%	-0.0729	0.992921930836849	662.88	652	822	714	659	490	509.16	535.3
Rv2645	Rv2645	hypothetical protein	hypoxia_late:25%	-0.0981	0.998920014937379	683.64	567	526	746	791	815	48.37	51.78
Rv0366c	Rv0366c	hypothetical protein	hypoxia_late:23%; PBS_RIF_DDmtb:15%	-0.1051	0.999064149233634	699.62	672	563	761	694	822	24.88	26.72
eccE2	Rv3885c	ESX-2 secretion system protein EccE	hypoxia_late:12%	-0.0843	0.996971287609075	672.44	839	706	737	608	498	116.94	123.99
Rv3220c	Rv3220c	two component sensor kinase	INDIGO_exponential:9%	-0.0751	0.994383147824837	640.24	713	768	682	629	437	480.82	506.21
MT2015.1	MT2015.1	hypothetical protein	hypoxia_late:20%; ctl_stationary:18%; hypoxia_fatty_acids:10%; PBS_RIF_DDmtb:10%	-0.1643	0.999836349989653	695.52	701	410	730	764	929	6.87	7.82
rphA	Rv1340	ribonuclease PH	hypoxia_rar:8%	-0.0758	0.994429417560418	631.88	663	717	660	626	504	347.41	366.12
Rv1714	Rv1714	oxidoreductase	hypoxia_late:28%; PBS_RIF_DDmtb:10%	-0.0869	0.997241725872766	668.95	613	607	736	741	654	85.84	91.22
Rv2553c	Rv2553c	membrane protein	microaerophilic:37%	-0.0772	0.993356467786884	663.91	634	734	785	682	503	422.67	445.5
glmS	Rv3436c	glucosamine--fructose-6-phosphate aminotransferase	zinc_limitation:14%	-0.0722	0.991118982951817	631.72	606	716	752	613	489	128.98	135.42
glcB	Rv1837c	malate synthase	high_iron:9%	-0.0666	0.978900706311974	629.36	611	845	644	652	430	737.84	771.64
murE	Rv2158c	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	microaerophilic:26%; cholesterol:14%	-0.0836	0.996565338051298	643.9	811	626	815	584	427	372.79	394.57
MT2168	MT2168	hypothetical protein	acidic_tyloxopol:10%	-0.1078	0.999349816476851	660.36	584	506	513	869	882	97.21	104.92
mmuM	Rv2458	homocysteine S-methyltransferase MmuM	hypoxia_late:23%	-0.1068	0.998810136524476	698.9	921	663	630	664	636	30.54	32.99
pcnA	Rv3907c	poly(A) polymerase PcnA	hypoxia_late:15%	-0.0748	0.994691308267537	613.64	696	662	688	565	473	118.78	124.94
Rv0874c	Rv0874c	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	-0.072	0.987453261998085	637.98	549	802	565	683	607	106.66	112.09
Rv1686c	Rv1686c	ABC transporter permease	hypoxia_late:18%; PBS_RIF_DDmtb:16%	-0.1378	0.99955801997485	703.01	871	516	715	740	697	16.12	17.87
Rv1043c	Rv1043c	hypothetical protein	INDIGO_exponential:9%	-0.0865	0.996303235394208	652.17	633	620	763	672	580	109.83	116.64
MT1083.1	MT1083.1	hypothetical protein	human_sputum:25%	-0.0948	0.998368892012049	652.15	750	583	762	631	549	182.21	194.14
Rv2859c	Rv2859c	glutamine amidotransferase	hypoxia_late:16%	-0.0729	0.989187472300681	626.33	571	746	642	619	562	156.16	164.16
pgsA3	Rv2746c	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	ctl_exponential:11%; ctl_stationary:10%	-0.0804	0.995346548361693	627.04	548	610	610	646	728	89.18	94.13
Rv1910c	Rv1910c	hypothetical protein	acidic_tyloxopol:11%; hypoxia_late:10%	-0.1271	0.998889580534828	734.78	913	868	606	675	638	54.34	59.8
fdhF	Rv2900c	formate dehydrogenase subunit alpha FdhF	microaerophilic:14%	-0.086	0.996382461464511	642.75	694	665	773	643	461	248.92	264.06
PE21	Rv2099c	PE family protein	hypoxia_late:32%; microaerophilic:13%; ctl_stationary:12%	-0.138	0.99975916739043	652.04	588	333	453	1081	962	26.63	29.64
Rv1556	Rv1556	HTH-type transcriptional regulator	hypoxia_late:18%	-0.0973	0.99871707610064	646.73	545	519	503	850	867	27.51	29.54
bfrB	Rv3841	bacterioferritin BfrB	cholesterol:26%; butyrate:11%	-0.0692	0.986513477766852	607.88	676	771	665	592	376	4010.33	4201.47
fadD14	Rv1058	fatty-acid--CoA ligase FadD14	nutrient_limitation:18%; PBS_RIF_DDmtb:17%; hypoxia_late:12%	-0.0933	0.997940201965506	647.62	772	616	672	616	571	37.87	40.44
PE35	Rv3872	PE family protein PE35	hypoxia_rar:11%; human_sputum:10%	-0.0842	0.995455634561243	632.99	665	733	651	606	520	615.69	653.12
MT3058.1	MT3058.1	hypothetical protein	hypoxia_late:44%	-0.1292	0.999588014294078	667.75	710	463	601	752	847	84.49	92.81
MT3984	MT3984	hypothetical protein	microaerophilic:10%	-0.076	0.991483428667783	626.12	530	698	518	718	682	780.7	823.17
Rv1944c	Rv1944c	hypothetical protein	hypoxia_late:15%	-0.1158	0.999018616965063	684.31	904	584	683	594	679	33.09	35.77
Rv0648	Rv0648	alpha-mannosidase	hypoxia_late:54%	-0.092	0.997498895712623	649.45	581	602	744	618	710	7.82	8.39
uvrB	Rv1633	excinuclease ABC subunit UvrB	zinc_limitation:11%	-0.071	0.984919128121103	619.04	603	801	639	636	443	250.89	263.28
cinA	Rv1901	competence damage-inducible protein CinA	ctl_exponential:8%	-0.0695	0.980710164768735	617.21	555	826	600	635	494	212	222.37
Rv2134c	Rv2134c	hypothetical protein	ctl_stationary:10%; cholesterol:10%	-0.0731	0.988863878851487	618.48	601	765	611	623	506	434.68	457.21
Rv0862c	Rv0862c	hypothetical protein	hypoxia_late:22%	-0.0708	0.985339511443237	617.05	546	764	568	638	581	60.56	63.59
Rv0383c	Rv0383c	hypothetical protein	hypoxia_fatty_acids:8%	-0.0671	0.974807804124582	608.24	589	835	614	641	402	790.22	826.94
lspA	Rv1539	lipoprotein signal peptidase	microaerophilic:24%	-0.0756	0.988431330193842	624.04	580	750	684	630	492	526.66	554.75
MT2924	MT2924	hypothetical protein	hypoxia_late:18%	-0.0948	0.997814520222569	642.64	572	606	603	704	736	68.77	73.56
MT1717	MT1717	hypothetical protein	high_iron:10%; butyrate:10%	-0.0864	0.996613445588296	620.6	483	518	501	778	873	249.06	263.99
PPE33	Rv1809	PPE family protein PPE33	acidic:20%; acidic_tyloxopol:14%; zinc_limitation:11%	-0.0749	0.990466909058308	615.51	532	688	575	648	641	60.75	63.95
fadD7	Rv0119	fatty-acid--CoA ligase FadD7	hypoxia_late:17%	-0.0864	0.997183233893212	610.42	637	572	697	585	566	44.86	47.6
che1	Rv2393	ferrochelatase	microaerophilic:17%	-0.0742	0.985962854597284	622.03	583	762	705	644	442	867.01	911.78
Rv2257c	Rv2257c	hypothetical protein	hypoxia_late:10%	-0.0695	0.982544611044374	600.35	563	769	489	624	574	189.91	199.07
Rv2655c	Rv2655c	prophage protein	hypoxia_late:12%; hypoxia_hypoxic:11%	-0.0917	0.996431329872615	645.77	621	637	747	670	561	55.58	59.25
Rv0897c	Rv0897c	oxidoreductase	hypoxia_late:10%	-0.0687	0.979989657619213	594.66	569	798	451	634	548	109.68	114.93
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	-0.0665	0.97068486110259	597.97	605	850	547	639	394	568.61	594.76
Rv2041c	Rv2041c	sugar ABC transporter substrate-binding lipoprotein	hypoxia_late:13%	-0.0827	0.994427823423055	616.71	526	603	590	654	719	39.17	41.49
Rv1203c	Rv1203c	hypothetical protein	hypoxia_late:28%	-0.0978	0.998438215769583	622.9	542	475	448	851	863	32.82	35.32
bpoC	Rv0554	non-heme bromoperoxidase BpoC	tyloxopol:14%	-0.0928	0.997366389380484	623.79	658	535	787	625	531	110.1	117.2
Rv0428c	Rv0428c	GCN5-like N-acetyltransferase	hypoxia_late:23%	-0.0931	0.997497341640384	622.06	604	492	780	627	624	56.86	60.56
Rv3282	Rv3282	hypothetical protein	human_sputum:13%; INDIGO_exponential:10%	-0.0778	0.992372490813418	605.01	641	701	670	567	462	315.92	333.28
Rv0695	Rv0695	mycofactocin system creatinine amidohydrolase family protein MftE	acidic:16%; nutrient_limitation:12%; acidic_tyloxopol:10%	-0.0951	0.996354642877169	652.08	570	547	770	605	788	671.39	716.27
Rv1505c	Rv1505c	hypothetical protein	INDIGO_exponential:14%; hypoxia_late:13%; ctl_stationary:10%	-0.092	0.997106069691876	619.25	597	566	628	676	632	72.62	77.38
nat	Rv3566c	arylamine N-acetyltransferase	hypoxia_late:11%; human_sputum:10%	-0.0841	0.993543925195773	618.93	490	618	558	706	740	59.78	63.43
upp	Rv3309c	uracil phosphoribosyltransferase	PBS_RIF_DDmtb:10%	-0.1085	0.998706856420108	642.12	774	553	723	598	577	61.13	65.86
Rv1339	Rv1339	hypothetical protein	hypoxia_rar:9%	-0.0755	0.986578968540787	610.22	547	735	653	620	509	285.81	301.08
PE4	Rv0160c	PE family protein PE4	hypoxia_late:42%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.1319	0.999300670148926	672.65	647	521	650	756	808	5.25	5.93
Rv0023	Rv0023	transcriptional regulator	hypoxia_late:14%	-0.0966	0.997904078533393	623.17	684	523	710	657	553	90.67	96.95
Rv1913	Rv1913	hypothetical protein	hypoxia_late:14%; ctl_stationary:10%	-0.1188	0.998774687699613	665.3	869	645	594	622	614	29.5	32.16
Rv2613c	Rv2613c	AP-4-A phosphorylase	zinc_limitation:11%	-0.0798	0.992525936116893	602.55	575	661	602	610	567	171.45	180.98
mce3C	Rv1968	Mce family protein Mce3C	hypoxia_late:28%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.114	0.999224925782563	616.67	707	433	427	743	832	6.25	6.85
Rv1711	Rv1711	RNA pseudouridine synthase	high_iron:10%	-0.0762	0.988626122562644	597.55	591	713	635	581	480	273.85	288.52
lpqB	Rv3244c	lipoprotein LpqB	microaerophilic:13%; PBS_RIF_DDmtb:11%	-0.0795	0.988050878777102	618.59	562	705	729	645	471	262.83	277.57
mazE1	Rv0456B	antitoxin MazE1	ctl_stationary:14%; hypoxia_late:12%	-0.1474	0.999600456628974	640.7	681	280	626	832	892	31.03	34.39
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	-0.0772	0.987196150360024	604.99	522	728	545	647	594	105.02	110.88
ccsA	Rv0529	cytochrome C-type biogenesis protein CcsA	high_iron:13%	-0.0736	0.981777959777864	595.04	556	758	604	612	464	332.16	349.28
phoY1	Rv3301c	phosphate transport system transcriptional regulator PhoY	INDIGO_exponential:10%	-0.0755	0.982473600006824	602.5	488	767	587	615	572	201.24	212.06
aldC	Rv2858c	aldehyde dehydrogenase AldC	hypoxia_late:11%	-0.0698	0.976335758806861	577.17	560	760	529	602	456	195.64	205.08
ldtB	Rv2518c	L,D-transpeptidase LdtB	zinc_limitation:13%; hypoxia_rar:10%	-0.0803	0.993760926848634	580.86	628	614	649	541	481	110.52	116.71
Rv2417c	Rv2417c	DegV domain-containing protein	hypoxia_late:16%	-0.0852	0.994255116877485	597.55	669	737	624	532	448	212.32	225.35
rimI	Rv3420c	ribosomal-protein-alanine acetyltransferase RimI	ctl_stationary:7%	-0.0817	0.993003031648862	590.59	620	646	640	582	474	377.01	398.72
